num,lam,loss,percent correct,epoch,l2,l0,re loss,loss lang 1,loss lang 2,emp best lang 1,emp best lang 2,best lang 1,best lang 2,empirical crossent 1,empirical crossent 2
1,0.2511886293612277,4.865015983581543,0.0,3,0.0,12.960698127746582,3.255579710006714,1.6094379425048828,1.6094356775283813,1.103512167930603,1.102307915687561,1.0936442613601685,1.0990363359451294,1.4343278408050537,1.5575847625732422
2,0.2511886293612277,4.865015983581543,0.0,3,0.0,12.960698127746582,3.255579710006714,1.6094366312026978,1.6094363927841187,1.1095095872879028,1.1043446063995361,1.1004122495651245,1.1021422147750854,1.4484206438064575,1.5488457679748535
3,0.2511886293612277,4.865015983581543,0.0,3,0.0,12.960698127746582,3.255579710006714,1.6094361543655396,1.6094356775283813,1.108813762664795,1.102115511894226,1.09943425655365,1.0991508960723877,1.4398632049560547,1.5580525398254395
4,0.2511886293612277,4.865015983581543,0.0,4,0.0,12.960698127746582,3.255579710006714,1.6094355583190918,1.609436273574829,1.11012601852417,1.1047872304916382,1.101019263267517,1.1017616987228394,1.4415466785430908,1.5783145427703857
5,0.2511886293612277,4.865016460418701,0.0,3,0.0,12.960698127746582,3.255579710006714,1.6094365119934082,1.6094354391098022,1.1044448614120483,1.1003752946853638,1.0940991640090942,1.0977376699447632,1.4338630437850952,1.5711228847503662
1,0.1,2.777364730834961,0.05825243145227432,117,332.1922912597656,13.910703659057617,1.3910702466964722,1.3862916231155396,1.3862918615341187,1.1052134037017822,1.1062679290771484,1.0952832698822021,1.1022621393203735,1.4513663053512573,1.5701249837875366
2,0.1,2.823824882507324,0.4408777058124542,5,21.051671981811523,16.481233596801758,1.6481233835220337,1.259101152420044,1.2549530267715454,1.1074849367141724,1.0992223024368286,1.0986779928207397,1.0962023735046387,1.438734531402588,1.5847952365875244
3,0.1,2.7356486320495605,0.41828396916389465,10,6.9962358474731445,14.86240291595459,1.486240267753601,1.3645145893096924,1.3663442134857178,1.1054575443267822,1.1035040616989136,1.0954012870788574,1.1014328002929688,1.4284476041793823,1.5408790111541748
4,0.1,2.710477828979492,0.40795454382896423,4,7.328150749206543,14.854561805725098,1.485456109046936,1.3580793142318726,1.369177222251892,1.1014386415481567,1.1004797220230103,1.0902994871139526,1.0977405309677124,1.4193373918533325,1.53865385055542
5,0.1,2.73408579826355,0.4272559881210327,26,48.93593978881836,15.81103229522705,1.5811032056808472,1.2642661333084106,1.2748404741287231,1.1060222387313843,1.0979236364364624,1.0958062410354614,1.0940172672271729,1.4340167045593262,1.5537364482879639
1,0.039810719240874815,1.7981293201446533,0.43035057187080383,31,63.69150924682617,16.763757705688477,0.667377233505249,1.2287530899047852,1.224575400352478,1.1058409214019775,1.0987690687179565,1.095945119857788,1.0949442386627197,1.4168540239334106,1.5528117418289185
