model num,lambda,loss,mi,accuracy,epoch,l1 loss,l1 mi,l3 loss,l3 mi
1,1e-05,0.9990564584732056,2.655073881149292,0.4187583923339844,600,1.4267332553863525,2.944812774658203,1.420493721961975,2.8402578830718994
2,1e-05,1.0011523962020874,7.438365459442139,0.42040345072746277,600,1.3953804969787598,8.046364784240723,1.3978126049041748,7.711297512054443
3,1e-05,1.0075230598449707,7.9562764167785645,0.412126749753952,600,1.538913607597351,7.870490550994873,1.441757082939148,8.227585792541504
4,1e-05,1.0062588453292847,5.777548789978027,0.4136267304420471,600,1.5906329154968262,5.591037273406982,1.3850082159042358,5.75982666015625
5,1e-05,1.01445472240448,7.000241756439209,0.42060986161231995,600,1.5272189378738403,7.068820476531982,1.416786789894104,7.095343112945557
1,2e-05,0.9899401068687439,6.738974571228027,0.4173259735107422,600,1.4142656326293945,6.863094806671143,1.4248687028884888,6.844987392425537
2,2e-05,1.031181812286377,8.219502449035645,0.4064091444015503,600,1.5277870893478394,8.107861518859863,1.3884693384170532,8.481925010681152
3,2e-05,1.0071239471435547,8.006648063659668,0.41556817293167114,600,1.5171500444412231,8.093687057495117,1.405383586883545,8.070716857910156
4,2e-05,1.0096321105957031,2.7009387016296387,0.40631186962127686,600,1.496208667755127,2.77291202545166,1.378146767616272,2.807465076446533
5,2e-05,0.9963676929473877,3.5840134620666504,0.4110214412212372,600,1.5606045722961426,3.814781665802002,1.3841255903244019,3.699584722518921
1,3e-05,0.9965904355049133,2.4613637924194336,0.41630950570106506,600,1.3484058380126953,2.8064141273498535,1.3752102851867676,2.78786563873291
2,3e-05,1.0156997442245483,4.323378086090088,0.42019182443618774,600,1.5280355215072632,4.258737087249756,1.3934141397476196,4.318347930908203
3,3e-05,0.9985327124595642,2.968860626220703,0.412964403629303,600,1.3938956260681152,3.3728718757629395,1.4044607877731323,3.2028820514678955
4,3e-05,1.0626130104064941,7.829468727111816,0.4110371172428131,600,1.1900733709335327,8.034953117370605,1.4016883373260498,7.966521263122559
5,3e-05,1.03139328956604,2.645838737487793,0.41368603706359863,600,1.5756975412368774,2.5716559886932373,1.4267354011535645,2.7754690647125244
1,4e-05,1.0036133527755737,2.711834669113159,0.4192134737968445,600,1.5518252849578857,2.776744842529297,1.4059947729110718,2.798175573348999
2,4e-05,1.0114103555679321,6.264936923980713,0.41571173071861267,600,1.3399643898010254,6.601117134094238,1.337996482849121,6.402230739593506
3,4e-05,1.000985860824585,5.4795942306518555,0.41398680210113525,600,1.4833831787109375,5.422007083892822,1.3298548460006714,5.625816822052002
4,4e-05,1.0007052421569824,7.043831825256348,0.4214698374271393,600,1.5594911575317383,7.2754974365234375,1.5302419662475586,7.873838901519775
5,4e-05,1.0162571668624878,2.9761197566986084,0.406623512506485,600,1.4241935014724731,3.332836389541626,1.4090664386749268,3.046954870223999
1,5e-05,1.0511780977249146,6.925371170043945,0.4041164517402649,600,1.1898860931396484,7.098219871520996,1.3517122268676758,6.955340385437012
2,5e-05,1.0811398029327393,7.186102390289307,0.40513020753860474,600,1.1400198936462402,7.212312698364258,1.366390585899353,7.225296497344971
3,5e-05,1.014487624168396,4.59226131439209,0.40969011187553406,600,1.5150402784347534,4.402281761169434,1.3735305070877075,4.767248630523682
4,5e-05,1.0867316722869873,4.676505088806152,0.4048345983028412,600,1.149973750114441,4.767404556274414,1.3481602668762207,4.659183025360107
5,5e-05,1.058513879776001,7.623579502105713,0.4173261821269989,600,1.15456223487854,7.7421441078186035,1.4416167736053467,7.698813438415527
1,6e-05,0.9994850158691406,1.7435078620910645,0.4085468351840973,600,1.49308180809021,2.210620641708374,1.6606383323669434,1.8563165664672852
2,6e-05,1.0055060386657715,5.214904308319092,0.4070756435394287,600,1.5463284254074097,5.203532695770264,1.3908573389053345,5.374088287353516
3,6e-05,1.0217204093933105,4.151297092437744,0.4107123017311096,600,1.245311975479126,4.121068477630615,1.45199453830719,4.218579292297363
4,6e-05,1.0277303457260132,5.373222827911377,0.4160264730453491,600,1.353929042816162,5.8435893058776855,1.4902504682540894,5.49631404876709
5,6e-05,1.0166126489639282,3.077277898788452,0.4208216369152069,600,1.4994572401046753,2.948686122894287,1.3694860935211182,3.2274301052093506
1,7e-05,1.0545680522918701,2.5304136276245117,0.4083500802516937,600,1.1138999462127686,2.6785950660705566,1.4611283540725708,2.6199307441711426
2,7e-05,1.0045335292816162,3.9633660316467285,0.4143550992012024,600,1.5766547918319702,3.9704411029815674,1.408488392829895,3.9941017627716064
3,7e-05,1.0058294534683228,2.0053956508636475,0.4095216989517212,600,1.6609598398208618,1.9548171758651733,1.4868618249893188,2.1098039150238037
4,7e-05,1.0185848474502563,3.0502283573150635,0.41794630885124207,600,1.4904412031173706,3.1445863246917725,1.4388352632522583,3.051439046859741
5,7e-05,1.0138938426971436,4.358286380767822,0.4185105264186859,600,1.3791381120681763,4.356785774230957,1.3845770359039307,4.397205352783203
1,8e-05,1.0036948919296265,5.452255725860596,0.4034794270992279,600,1.4224681854248047,5.55981969833374,1.465043306350708,5.3903584480285645
2,8e-05,0.985848069190979,3.461477756500244,0.4217292368412018,600,1.484420657157898,3.4595980644226074,1.4026193618774414,3.552215099334717
3,8e-05,1.0089948177337646,2.011326789855957,0.4152843654155731,600,1.6572102308273315,1.965946078300476,1.4787514209747314,2.131603479385376
4,8e-05,1.0040335655212402,5.51320743560791,0.41749683022499084,600,1.41566002368927,5.446601390838623,1.3945598602294922,5.659922122955322
5,8e-05,1.011329174041748,2.850053071975708,0.40862423181533813,600,1.5231187343597412,2.9117603302001953,1.4074212312698364,2.912637710571289
1,9e-05,1.0207209587097168,3.035254716873169,0.40554821491241455,600,1.4262069463729858,6.312402725219727,1.3941208124160767,3.0340054035186768
2,9e-05,0.9916338324546814,2.8011863231658936,0.41076308488845825,600,1.541528344154358,2.802523612976074,1.4126402139663696,2.7803008556365967
3,9e-05,1.0075758695602417,3.4019362926483154,0.40495094656944275,600,1.52223801612854,3.4958860874176025,1.404086947441101,3.4222025871276855
4,9e-05,1.0119881629943848,3.4982666969299316,0.41690927743911743,600,1.424699306488037,4.153124809265137,1.3937199115753174,3.472132444381714
5,9e-05,1.0076934099197388,3.311777114868164,0.41809672117233276,600,1.5142505168914795,3.1763041019439697,1.3789788484573364,3.5783398151397705
1,1.0000000000000002e-06,1.1074227094650269,24.340469360351562,0.40881386399269104,600,1.20929753780365,24.097585678100586,1.1985816955566406,24.077754974365234
2,1.0000000000000002e-06,1.0132005214691162,11.03310489654541,0.4143030345439911,600,1.4299875497817993,11.338781356811523,1.5774236917495728,11.233393669128418
3,1.0000000000000002e-06,1.0203975439071655,16.40762710571289,0.41759103536605835,600,1.3071564435958862,17.01491355895996,1.5239830017089844,16.009506225585938
4,1.0000000000000002e-06,0.9948742389678955,14.153531074523926,0.4213319420814514,600,1.5019676685333252,14.166733741760254,1.436611533164978,14.131495475769043
5,1.0000000000000002e-06,1.0081279277801514,17.75145721435547,0.4067683517932892,600,1.3837907314300537,18.15433120727539,1.4296541213989258,18.15606117248535
1,2.0000000000000003e-06,1.0848376750946045,23.489967346191406,0.41341477632522583,600,1.1201503276824951,23.619585037231445,1.2796764373779297,23.337509155273438
2,2.0000000000000003e-06,1.024417519569397,13.054709434509277,0.4225732088088989,600,1.2489380836486816,13.235567092895508,1.3683844804763794,13.01357650756836
3,2.0000000000000003e-06,0.9963616132736206,9.821300506591797,0.41033434867858887,600,1.5118464231491089,9.737850189208984,1.3890703916549683,10.104328155517578
4,2.0000000000000003e-06,1.0080522298812866,12.71536922454834,0.4165714383125305,600,1.5590345859527588,12.281731605529785,1.39948308467865,13.276100158691406
5,2.0000000000000003e-06,1.035765290260315,10.864168167114258,0.4113866984844208,600,1.5251392126083374,10.906793594360352,1.4526954889297485,10.565827369689941
1,3e-06,1.0103057622909546,9.861140251159668,0.41175755858421326,600,1.5689260959625244,9.79893970489502,1.5199053287506104,9.710670471191406
2,3e-06,1.02886164188385,8.04876708984375,0.4133438467979431,600,1.5893977880477905,7.909134864807129,1.4190099239349365,8.04042911529541
3,3e-06,1.0137267112731934,11.50745677947998,0.4097205102443695,600,1.5020142793655396,11.429119110107422,1.3760958909988403,11.487129211425781
4,3e-06,0.9980036616325378,4.838551044464111,0.4091162383556366,600,1.459578037261963,4.873936176300049,1.4031904935836792,4.9969964027404785
