num,lam,dev loss,percent correct,epoch,l2,l0,re loss,test loss,emp best,best
1,0.2511886293612277,1.60943603515625,0.0,5,0.0,12.96523380279541,3.2567191123962402,1.609436273574829,1.1680912971496582,1.1695917844772339
1,0.2511886293612277,1.60943603515625,0.0,10,0.0,12.960698127746582,3.255579710006714,1.609436273574829,1.1680912971496582,1.1695917844772339
1,0.2511886293612277,1.60943603515625,0.0,15,0.0,12.960698127746582,3.255579710006714,1.609436273574829,1.1680912971496582,1.1695917844772339
1,0.2511886293612277,1.60943603515625,0.0,20,0.0,12.962373733520508,3.256000518798828,1.609436273574829,1.1680912971496582,1.1695917844772339
1,0.2511886293612277,1.60943603515625,0.0,25,0.0,12.960698127746582,3.255579710006714,1.609436273574829,1.1680912971496582,1.1695917844772339
1,0.2511886293612277,1.60943603515625,0.0,30,0.0,12.960698127746582,3.255579710006714,1.609436273574829,1.1680912971496582,1.1695917844772339
1,0.2511886293612277,1.60943603515625,0.0,35,0.0,12.960698127746582,3.255579710006714,1.609436273574829,1.1680912971496582,1.1695917844772339
1,0.2511886293612277,1.60943603515625,0.0,40,0.0,12.96837329864502,3.257507562637329,1.609436273574829,1.1680912971496582,1.1695917844772339
1,0.2511886293612277,1.60943603515625,0.0,45,0.0,12.964590072631836,3.2565572261810303,1.609436273574829,1.1680912971496582,1.1695917844772339
1,0.2511886293612277,1.60943603515625,0.0,50,0.0,12.966484069824219,3.257033109664917,1.609436273574829,1.1680912971496582,1.1695917844772339
1,0.2511886293612277,4.865015983581543,0.0,2,0.0,12.960698127746582,3.255579710006714,1.609436273574829,1.1680912971496582,1.1695917844772339
2,0.2511886293612277,1.6094356775283813,0.0,5,0.0,12.960698127746582,3.255579710006714,1.6094367504119873,1.162510633468628,1.1632779836654663
2,0.2511886293612277,1.6094356775283813,0.0,10,0.0,12.960698127746582,3.255579710006714,1.6094367504119873,1.162510633468628,1.1632779836654663
2,0.2511886293612277,1.6094356775283813,0.0,15,0.0,12.960698127746582,3.255579710006714,1.6094367504119873,1.162510633468628,1.1632779836654663
2,0.2511886293612277,1.6094356775283813,0.0,20,0.0,12.960698127746582,3.255579710006714,1.6094367504119873,1.162510633468628,1.1632779836654663
2,0.2511886293612277,1.6094356775283813,0.0,25,0.0,12.960698127746582,3.255579710006714,1.6094367504119873,1.162510633468628,1.1632779836654663
2,0.2511886293612277,1.6094356775283813,0.0,30,0.0,12.960698127746582,3.255579710006714,1.6094367504119873,1.162510633468628,1.1632779836654663
2,0.2511886293612277,1.6094356775283813,0.0,35,0.0,12.982245445251465,3.2609922885894775,1.6094367504119873,1.162510633468628,1.1632779836654663
2,0.2511886293612277,1.6094356775283813,0.0,40,0.0,12.960837364196777,3.255614995956421,1.6094367504119873,1.162510633468628,1.1632779836654663
2,0.2511886293612277,1.6094356775283813,0.0,45,0.0,12.968618392944336,3.2575690746307373,1.6094367504119873,1.162510633468628,1.1632779836654663
2,0.2511886293612277,1.6094356775283813,0.0,50,0.0,12.967430114746094,3.2572708129882812,1.6094367504119873,1.162510633468628,1.1632779836654663
2,0.2511886293612277,4.865015506744385,0.0,2,0.0,12.960698127746582,3.255579710006714,1.6094367504119873,1.162510633468628,1.1632779836654663
3,0.2511886293612277,1.6094363927841187,0.0,5,0.0,12.960698127746582,3.255579710006714,1.609435796737671,1.1893612146377563,1.1902470588684082
3,0.2511886293612277,1.6094363927841187,0.0,10,0.0,12.962023735046387,3.2559127807617188,1.609435796737671,1.1893612146377563,1.1902470588684082
3,0.2511886293612277,1.6094363927841187,0.0,15,0.0,12.963873863220215,3.2563774585723877,1.609435796737671,1.1893612146377563,1.1902470588684082
3,0.2511886293612277,1.6094363927841187,0.0,20,0.0,12.960698127746582,3.255579710006714,1.609435796737671,1.1893612146377563,1.1902470588684082
3,0.2511886293612277,1.6094363927841187,0.0,25,0.0,12.960698127746582,3.255579710006714,1.609435796737671,1.1893612146377563,1.1902470588684082
3,0.2511886293612277,1.6094363927841187,0.0,30,0.0,12.960698127746582,3.255579710006714,1.609435796737671,1.1893612146377563,1.1902470588684082
3,0.2511886293612277,1.6094363927841187,0.0,35,0.0,12.960698127746582,3.255579710006714,1.609435796737671,1.1893612146377563,1.1902470588684082
3,0.2511886293612277,1.6094363927841187,0.0,40,0.0,12.960698127746582,3.255579710006714,1.609435796737671,1.1893612146377563,1.1902470588684082
3,0.2511886293612277,1.6094363927841187,0.0,45,0.0,12.960698127746582,3.255579710006714,1.609435796737671,1.1893612146377563,1.1902470588684082
3,0.2511886293612277,1.6094363927841187,0.0,50,0.0,12.98241138458252,3.261033773422241,1.609435796737671,1.1893612146377563,1.1902470588684082
3,0.2511886293612277,4.865015983581543,0.0,2,0.0,12.960698127746582,3.255579710006714,1.609435796737671,1.1893612146377563,1.1902470588684082
4,0.2511886293612277,1.6094361543655396,0.0,5,0.0,12.961302757263184,3.2557315826416016,1.6094361543655396,1.1740349531173706,1.1752283573150635
4,0.2511886293612277,1.6094361543655396,0.0,10,0.0,12.972100257873535,3.258443593978882,1.6094361543655396,1.1740349531173706,1.1752283573150635
4,0.2511886293612277,1.6094361543655396,0.0,15,0.0,12.960698127746582,3.255579710006714,1.6094361543655396,1.1740349531173706,1.1752283573150635
4,0.2511886293612277,1.6094361543655396,0.0,20,0.0,12.960698127746582,3.255579710006714,1.6094361543655396,1.1740349531173706,1.1752283573150635
4,0.2511886293612277,1.6094361543655396,0.0,25,0.0,12.960698127746582,3.255579710006714,1.6094361543655396,1.1740349531173706,1.1752283573150635
4,0.2511886293612277,1.6094361543655396,0.0,30,0.0,12.964983940124512,3.2566564083099365,1.6094361543655396,1.1740349531173706,1.1752283573150635
4,0.2511886293612277,1.6094361543655396,0.0,35,0.0,12.960698127746582,3.255579710006714,1.6094361543655396,1.1740349531173706,1.1752283573150635
4,0.2511886293612277,1.6094361543655396,0.0,40,0.0,12.960698127746582,3.255579710006714,1.6094361543655396,1.1740349531173706,1.1752283573150635
4,0.2511886293612277,1.6094361543655396,0.0,45,0.0,12.970040321350098,3.2579264640808105,1.6094361543655396,1.1740349531173706,1.1752283573150635
4,0.2511886293612277,1.6094361543655396,0.0,50,0.0,12.963591575622559,3.2563066482543945,1.6094361543655396,1.1740349531173706,1.1752283573150635
4,0.2511886293612277,4.865015983581543,0.0,2,0.0,12.960698127746582,3.255579710006714,1.6094361543655396,1.1740349531173706,1.1752283573150635
5,0.2511886293612277,1.6094359159469604,0.0,5,0.0,12.960698127746582,3.255579710006714,1.6094363927841187,1.1658204793930054,1.166123867034912
