num,lam,loss,percent correct,epoch,l2,l0,re loss,loss lang 1,loss lang 2,best lang 1,best lang 2
2,0.001,1.0757418870925903,0.4235779345035553,154,2183.63525390625,37.86085510253906,0.03786085546016693,1.0965594053268433,1.5126352310180664,1.0725280046463013,1.0830193758010864
3,0.001,1.0728178024291992,0.41589289903640747,51,566.7911376953125,34.96275329589844,0.03496275469660759,1.1035133600234985,1.5143377780914307,1.0697686672210693,1.0735007524490356
4,0.001,1.046457290649414,0.40840840339660645,265,6967.0576171875,34.07020950317383,0.0340702086687088,1.3024144172668457,1.3963286876678467,1.0709974765777588,1.084775686264038
5,0.001,1.0686230659484863,0.41111111640930176,149,4005.05859375,39.676517486572266,0.039676517248153687,1.1897966861724854,1.4858449697494507,1.0765302181243896,1.0877894163131714
1,0.0003981070831325058,1.0098987817764282,0.41939598321914673,99,1604.058837890625,43.20795440673828,0.017201393842697144,1.2646607160568237,1.3897299766540527,1.0695595741271973,1.075524926185608
2,0.0003981070831325058,1.0397948026657104,0.4172579348087311,67,1422.2130126953125,46.06730651855469,0.018339721485972404,1.1414463520050049,1.443528413772583,1.0750104188919067,1.068612813949585
3,0.0003981070831325058,1.058947205543518,0.40572792291641235,120,1785.7657470703125,35.93367004394531,0.014305449090898037,1.1086546182632446,1.459905743598938,1.0762622356414795,1.0755066871643066
4,0.0003981070831325058,1.0736305713653564,0.41763725876808167,192,2206.8896484375,42.590694427490234,0.016955658793449402,1.0971349477767944,1.456276774406433,1.0694881677627563,1.071625828742981
5,0.0003981070831325058,1.0609811544418335,0.4081975221633911,185,7210.73828125,52.39836883544922,0.020860159769654274,1.135893702507019,1.3764925003051758,1.067962646484375,1.0656601190567017
1,0.000158489336647576,1.1008870601654053,0.404837965965271,88,2353.348876953125,57.72565841674805,0.009148901328444481,1.332189917564392,1.436454176902771,1.0771701335906982,1.0809593200683594
2,0.000158489336647576,1.028702735900879,0.4168244004249573,258,10720.0078125,64.14205169677734,0.01016583014279604,1.1827725172042847,1.5215457677841187,1.070798635482788,1.07456374168396
3,0.000158489336647576,1.0145752429962158,0.4191768169403076,164,7090.8681640625,60.02037048339844,0.009512588381767273,1.3374168872833252,1.579445242881775,1.0692530870437622,1.0616408586502075
4,0.000158489336647576,1.0097068548202515,0.425505667924881,237,10005.341796875,48.447105407714844,0.007678348571062088,1.414383888244629,1.4589571952819824,1.0703028440475464,1.0745830535888672
5,0.000158489336647576,1.0144946575164795,0.42633160948753357,142,3418.02880859375,62.6501350402832,0.00992937758564949,1.5067193508148193,1.496728539466858,1.0766690969467163,1.080143690109253
1,6.30957621586153e-05,1.005950689315796,0.4168962240219116,223,7472.3466796875,66.57411193847656,0.00420054467394948,1.3863061666488647,1.4981523752212524,1.0705960988998413,1.0835692882537842
2,6.30957621586153e-05,1.0486750602722168,0.387601375579834,143,4834.26708984375,71.51266479492188,0.0045121461153030396,1.387689471244812,1.5092158317565918,1.0774592161178589,1.0808731317520142
3,6.30957621586153e-05,1.0369569063186646,0.40649279952049255,94,2417.802978515625,86.00765991210938,0.005426718853414059,1.3570976257324219,1.5190414190292358,1.079144835472107,1.0809905529022217
4,6.30957621586153e-05,1.035934567451477,0.4088747799396515,66,2954.52880859375,93.05712890625,0.005871511064469814,1.3135054111480713,1.5174654722213745,1.0822845697402954,1.0640451908111572
5,6.30957621586153e-05,1.011159062385559,0.404704749584198,198,6300.36474609375,67.1940689086914,0.0042396606877446175,1.298295259475708,1.4459888935089111,1.0682024955749512,1.0779833793640137
1,2.5118869830988676e-05,1.0134812593460083,0.4101637899875641,270,6801.7333984375,73.93780517578125,0.0018572339322417974,1.4617573022842407,1.5267956256866455,1.0774080753326416,1.0780280828475952
2,2.5118869830988676e-05,1.0002429485321045,0.4165757894515991,158,4075.7890625,100.83204650878906,0.0025327871553599834,1.358079433441162,1.4617719650268555,1.0744669437408447,1.0716537237167358
3,2.5118869830988676e-05,1.0207953453063965,0.4155459702014923,64,2722.447265625,131.42555236816406,0.0033012614585459232,1.5340267419815063,1.5109474658966064,1.0736165046691895,1.0752352476119995
4,2.5118869830988676e-05,1.0024245977401733,0.41019803285598755,198,4119.20947265625,90.927734375,0.0022840022575110197,1.477311372756958,1.547204852104187,1.075329303741455,1.0759263038635254
5,2.5118869830988676e-05,1.0055841207504272,0.4194219708442688,341,12231.1240234375,78.91871643066406,0.001982348971068859,1.594927191734314,1.5630578994750977,1.0949723720550537,1.0672454833984375
1,1e-05,1.0110911130905151,0.40509313344955444,87,3125.11669921875,146.18310546875,0.0014618310378864408,1.3650150299072266,1.479996681213379,1.0782767534255981,1.0675246715545654
2,1e-05,1.003875732421875,0.40849295258522034,194,4911.365234375,100.02713775634766,0.0010002714116126299,1.5469735860824585,1.6562111377716064,1.0713495016098022,1.0641117095947266
3,1e-05,1.01207435131073,0.4126785397529602,104,3565.35498046875,112.27626037597656,0.0011227625655010343,1.38752281665802,1.4553520679473877,1.083086609840393,1.0701379776000977
4,1e-05,1.0154426097869873,0.41949814558029175,86,3302.892578125,132.68246459960938,0.0013268246548250318,1.5321102142333984,1.491613745689392,1.0760546922683716,1.0690420866012573
5,1e-05,0.9987163543701172,0.4072377383708954,278,15385.7861328125,103.90709686279297,0.0010390708921477199,1.3956716060638428,1.6336733102798462,1.07280433177948,1.0753326416015625
1,3.981070831325058e-06,1.004589319229126,0.4036302864551544,153,5521.50146484375,154.49462890625,0.0006150539848022163,1.431614637374878,1.5351752042770386,1.076451301574707,1.0774295330047607
2,3.981070831325058e-06,1.1468355655670166,0.3842364549636841,9,784.1141967773438,241.95794677734375,0.0009632516885176301,1.348262906074524,1.4771852493286133,1.0731185674667358,1.0765594244003296
3,3.981070831325058e-06,1.0035430192947388,0.414883017539978,63,2047.044677734375,157.65806579589844,0.000627647852525115,1.3501664400100708,1.4972662925720215,1.0652310848236084,1.0739128589630127
4,3.981070831325058e-06,1.027705192565918,0.408627450466156,32,1426.1866455078125,203.6216278076172,0.0008106321329250932,1.4794706106185913,1.5000237226486206,1.069000244140625,1.0764902830123901
5,3.981070831325058e-06,1.0288342237472534,0.40655824542045593,60,2372.9482421875,159.57977294921875,0.0006352983764372766,1.3136714696884155,1.539541482925415,1.0796562433242798,1.0768550634384155
1,1.5848924964027186e-06,1.005345344543457,0.3978421986103058,80,3807.421875,181.412109375,0.00028751869103871286,1.3900433778762817,1.5339667797088623,1.075218915939331,1.084861159324646
2,1.5848924964027186e-06,1.01288902759552,0.42357513308525085,46,2411.19580078125,205.19020080566406,0.0003252043970860541,1.472760558128357,1.5440090894699097,1.0739647150039673,1.0774319171905518
3,1.5848924964027186e-06,1.0134798288345337,0.42147716879844666,54,2858.958740234375,169.28378295898438,0.0002682966005522758,1.2672454118728638,1.4765042066574097,1.0821154117584229,1.0827933549880981
4,1.5848924964027186e-06,0.9962050318717957,0.4052940905094147,36,1518.2872314453125,187.75503540039062,0.0002975715324282646,1.6210817098617554,1.5079175233840942,1.0731579065322876,1.072594404220581
5,1.5848924964027186e-06,1.004144549369812,0.40814831852912903,94,2315.097412109375,159.35096740722656,0.0002525541640352458,1.4159040451049805,1.5615668296813965,1.0722037553787231,1.0726816654205322
1,6.309576215861531e-07,0.9903110265731812,0.41377928853034973,26,1101.87060546875,223.8157958984375,0.00014121827553026378,1.5674574375152588,1.5456615686416626,1.07341468334198,1.0782983303070068
2,6.309576215861531e-07,0.9988212585449219,0.4219517707824707,44,1553.705322265625,211.5087432861328,0.0001334530534222722,1.4471993446350098,1.5119816064834595,1.0688804388046265,1.0782612562179565
3,6.309576215861531e-07,0.9991005659103394,0.42047175765037537,17,767.6363525390625,233.45860290527344,0.00014730247494298965,1.3701997995376587,1.450942873954773,1.0791704654693604,1.0785877704620361
4,6.309576215861531e-07,1.0331106185913086,0.42106935381889343,17,879.4276123046875,240.54661560058594,0.00015177472960203886,1.491049885749817,1.541975498199463,1.076120376586914,1.0786242485046387
5,6.309576215861531e-07,1.0111820697784424,0.40882283449172974,20,1123.6943359375,235.77371215820312,0.00014876321074552834,1.4532192945480347,1.461067795753479,1.0810298919677734,1.0692293643951416
