num,lam,loss,epoch,l2,l0,re loss,loss lang 1,loss lang 2,best lang 1,best lang 2
1,0.01,2.726593494415283,84,42.275474548339844,66.91844177246094,0.6691844463348389,1.9668346643447876,1.9708002805709839,1.0885392427444458,1.0769528150558472
2,0.01,2.077235221862793,125,46.71603775024414,42.08379364013672,0.420837938785553,1.9754507541656494,1.8346415758132935,1.0829250812530518,1.0693763494491577
3,0.01,2.598559617996216,83,35.54365921020508,84.29437255859375,0.8429436683654785,1.826727271080017,1.8862234354019165,1.0776335000991821,1.0827065706253052
4,0.01,1.3307726383209229,200,122.4766616821289,19.47657585144043,0.19476574659347534,1.1778006553649902,1.2836213111877441,1.0794239044189453,1.0853428840637207
