r,accuracy,target
"[2.3818352222442627, 0.6497092843055725, 0.55]"
"[2.0703158378601074, 0.5989663600921631, 0.55]"
"[2.119749069213867, 0.6545208692550659, 0.55]"
"[1.8802975416183472, 0.6545052528381348, 0.55]"
"[2.0156455039978027, 0.6024096608161926, 0.55]"
"[1.9598426818847656, 0.5517042279243469, 0.55]"
"[2.055189609527588, 0.5540806651115417, 0.55]"
"[1.7717673778533936, 0.5893108248710632, 0.55]"
"[1.6550792455673218, 0.8975286483764648, 0.55]"
"[2.1198008060455322, 0.5548387169837952, 0.55]"
"[2.278627634048462, 0.5563282370567322, 0.55]"
"[2.1793789863586426, 0.6071428656578064, 0.55]"
"[2.352358818054199, 0.5527306795120239, 0.55]"
"[1.8971809148788452, 0.557728111743927, 0.55]"
"[1.7882752418518066, 0.8040446043014526, 0.55]"
"[1.9315650463104248, 0.5590277910232544, 0.55]"
"[2.2366199493408203, 0.6387782096862793, 0.55]"
"[2.001039981842041, 0.5535595417022705, 0.55]"
"[2.096027374267578, 0.5522452592849731, 0.55]"
"[1.9702272415161133, 0.6364260911941528, 0.55]"
"[2.031850814819336, 0.5526316165924072, 0.55]"
"[1.8554294109344482, 0.6289308071136475, 0.55]"
"[1.9009267091751099, 0.5534188151359558, 0.55]"
"[1.885791301727295, 0.5545670390129089, 0.55]"
"[2.100079298019409, 0.5502136945724487, 0.55]"
"[2.089977502822876, 0.5586420297622681, 0.55]"
"[2.0898118019104004, 0.5833333134651184, 0.55]"
"[1.8516364097595215, 0.681869387626648, 0.55]"
"[1.7583072185516357, 0.7487562298774719, 0.55]"
"[2.85990047454834, 0.6534788608551025, 0.55]"
"[1.9789788722991943, 0.6410788297653198, 0.55]"
"[1.8280706405639648, 0.6666666269302368, 0.55]"
"[1.6409058570861816, 0.7692641019821167, 0.55]"
"[1.7247450351715088, 0.6974359154701233, 0.55]"
"[2.0506157875061035, 0.6739785075187683, 0.55]"
"[2.1221890449523926, 0.5559632778167725, 0.55]"
"[1.875166654586792, 0.6596886515617371, 0.55]"
"[2.1337897777557373, 0.5555555820465088, 0.55]"
"[2.038680076599121, 0.649092972278595, 0.55]"
"[1.8809289932250977, 0.7213114500045776, 0.55]"
"[2.297363519668579, 0.5516539216041565, 0.55]"
"[2.2494542598724365, 0.5546351075172424, 0.55]"
"[1.5281835794448853, 0.6281270980834961, 0.55]"
"[2.3266420364379883, 0.5557259321212769, 0.55]"
"[1.7420997619628906, 0.6598812341690063, 0.55]"
"[2.045219659805298, 0.5544286370277405, 0.55]"
"[1.861810326576233, 0.639961838722229, 0.55]"
"[1.7895612716674805, 0.5508474707603455, 0.55]"
"[1.9685465097427368, 0.559440553188324, 0.55]"
"[1.8368206024169922, 0.5533661842346191, 0.55]"
"[2.0250601768493652, 0.6131687164306641, 0.55]"
"[2.2764148712158203, 0.5881822109222412, 0.55]"
"[1.9664440155029297, 0.5507011413574219, 0.55]"
"[1.369652271270752, 0.9487751126289368, 0.55]"
"[2.1417713165283203, 0.5572801232337952, 0.55]"
"[2.1035797595977783, 0.555555522441864, 0.55]"
"[1.946921944618225, 0.6916524767875671, 0.55]"
"[2.025724172592163, 0.5555555820465088, 0.55]"
"[2.1942138671875, 0.5500982403755188, 0.55]"
"[2.759530544281006, 0.5571975708007812, 0.55]"
"[2.5105957984924316, 0.5508835911750793, 0.55]"
"[2.242821216583252, 0.5517702102661133, 0.55]"
"[1.6721465587615967, 0.6461824774742126, 0.55]"
"[2.1296629905700684, 0.5554089546203613, 0.55]"
"[2.107513904571533, 0.5679161548614502, 0.55]"
"[1.698359727859497, 0.6416799426078796, 0.55]"
"[1.944252371788025, 0.5662650465965271, 0.55]"
"[2.065441608428955, 0.5547217130661011, 0.55]"
"[2.3634188175201416, 0.5612829327583313, 0.55]"
"[1.7705104351043701, 0.6062759160995483, 0.55]"
"[1.8021013736724854, 0.5542534589767456, 0.55]"
"[2.1093716621398926, 0.5634567737579346, 0.55]"
"[2.101271152496338, 0.5523638129234314, 0.55]"
"[2.323134660720825, 0.6370370388031006, 0.55]"
"[2.281372308731079, 0.5564388036727905, 0.55]"
"[1.989959716796875, 0.554408609867096, 0.55]"
"[2.0401272773742676, 0.5644994974136353, 0.55]"
"[2.169816017150879, 0.5548245906829834, 0.55]"
"[1.9885185956954956, 0.5696689486503601, 0.55]"
"[1.8067419528961182, 0.7673611640930176, 0.55]"
"[2.200101375579834, 0.5504971146583557, 0.55]"
"[1.7490789890289307, 0.588652491569519, 0.55]"
"[2.120715618133545, 0.5593219995498657, 0.55]"
"[1.895796775817871, 0.6666666269302368, 0.55]"
"[1.576826572418213, 0.7705501317977905, 0.55]"
"[1.8537790775299072, 0.5710195302963257, 0.55]"
"[2.5303537845611572, 0.6790859699249268, 0.55]"
"[2.1103286743164062, 0.550561785697937, 0.55]"
"[2.0383667945861816, 0.588071346282959, 0.55]"
"[0.749280571937561, 0.9403173923492432, 0.55]"
"[1.9793024063110352, 0.5520833730697632, 0.55]"
"[1.7459512948989868, 0.5942307710647583, 0.55]"
"[2.0281476974487305, 0.5560407638549805, 0.55]"
"[1.9860646724700928, 0.5518207550048828, 0.55]"
"[2.4298648834228516, 0.5613405108451843, 0.55]"
"[1.8092741966247559, 0.5511288642883301, 0.55]"
"[1.6292054653167725, 0.60671466588974, 0.55]"
"[1.9094159603118896, 0.574404776096344, 0.55]"
"[1.9769175052642822, 0.5515021681785583, 0.55]"
"[2.026954174041748, 0.5520170331001282, 0.55]"
"[2.134047746658325, 0.5978407859802246, 0.55]"
"[2.3224074840545654, 0.5525451302528381, 0.55]"
"[2.2984166145324707, 0.5507692098617554, 0.55]"
"[1.8934779167175293, 0.742601215839386, 0.55]"
"[2.005898952484131, 0.5509197115898132, 0.55]"
"[2.1083741188049316, 0.5688019394874573, 0.55]"
"[2.2231688499450684, 0.603035569190979, 0.55]"
"[1.6706708669662476, 0.655137836933136, 0.55]"
"[2.1349527835845947, 0.5529412031173706, 0.55]"
"[2.2140512466430664, 0.5517676472663879, 0.55]"
"[2.3410754203796387, 0.6986778378486633, 0.55]"
"[1.4736061096191406, 0.9586316347122192, 0.55]"
"[1.9287357330322266, 0.6179337501525879, 0.55]"
"[1.9553251266479492, 0.5511247515678406, 0.55]"
"[2.2576589584350586, 0.5541666746139526, 0.55]"
"[1.9242879152297974, 0.5532212853431702, 0.55]"
"[1.9865403175354004, 0.554430365562439, 0.55]"
"[2.0040407180786133, 0.6216022968292236, 0.55]"
"[2.1195154190063477, 0.5515414476394653, 0.55]"
"[1.468919038772583, 0.9106643795967102, 0.55]"
"[1.947227954864502, 0.6666666269302368, 0.55]"
"[2.0249152183532715, 0.6392592787742615, 0.55]"
"[1.9401746988296509, 0.5518945455551147, 0.55]"
"[2.360234260559082, 0.5595716238021851, 0.55]"
"[1.8709161281585693, 0.5547034740447998, 0.55]"
"[3.1347241401672363, 0.6289752721786499, 0.55]"
"[2.083132266998291, 0.5612292885780334, 0.55]"
"[1.9750560522079468, 0.6413502097129822, 0.55]"
"[1.88570237159729, 0.5646346807479858, 0.55]"
"[2.0848870277404785, 0.5524002313613892, 0.55]"
"[1.8952789306640625, 0.6199119687080383, 0.6]"
"[2.329378843307495, 0.608346700668335, 0.6]"
"[1.812572956085205, 0.7555235028266907, 0.6]"
"[2.7930264472961426, 0.6003209948539734, 0.6]"
"[1.6383987665176392, 0.8744658827781677, 0.6]"
"[2.058614492416382, 0.6076433062553406, 0.6]"
"[2.0255508422851562, 0.6083475947380066, 0.6]"
"[2.533790111541748, 0.6544218063354492, 0.6]"
"[2.4159233570098877, 0.6071987152099609, 0.6]"
"[1.8500261306762695, 0.6053097248077393, 0.6]"
"[2.4026246070861816, 0.6058129072189331, 0.6]"
"[2.031309127807617, 0.6180010437965393, 0.6]"
"[2.279881715774536, 0.6017791628837585, 0.6]"
"[1.7371976375579834, 0.6008889079093933, 0.6]"
"[1.8716943264007568, 0.6018368601799011, 0.6]"
"[2.1003077030181885, 0.6044444441795349, 0.6]"
"[2.437368631362915, 0.6195069551467896, 0.6]"
"[1.7283821105957031, 0.6080489754676819, 0.6]"
"[1.9691648483276367, 0.622619092464447, 0.6]"
"[1.4294613599777222, 0.8862247467041016, 0.6]"
"[2.0583748817443848, 0.6030927896499634, 0.6]"
"[2.074816942214966, 0.6171923279762268, 0.6]"
"[1.5195701122283936, 0.7235772013664246, 0.6]"
"[1.856305480003357, 0.73515385389328, 0.6]"
"[1.9722179174423218, 0.6007808446884155, 0.6]"
"[2.1090433597564697, 0.6058931946754456, 0.6]"
"[1.8604965209960938, 0.6037735939025879, 0.6]"
"[1.9674214124679565, 0.6128722429275513, 0.6]"
"[1.9466111660003662, 0.6926345229148865, 0.6]"
"[1.8597952127456665, 0.6016414165496826, 0.6]"
"[1.9469537734985352, 0.6057818531990051, 0.6]"
"[2.01311993598938, 0.6016570925712585, 0.6]"
"[2.0369362831115723, 0.6085053086280823, 0.6]"
"[1.949581265449524, 0.6377314925193787, 0.6]"
"[1.7585636377334595, 0.6798336505889893, 0.6]"
"[1.3184378147125244, 0.9517601132392883, 0.6]"
"[1.968374252319336, 0.608344554901123, 0.6]"
"[1.9079577922821045, 0.6019787192344666, 0.6]"
"[1.7999768257141113, 0.7921896576881409, 0.6]"
"[1.9223663806915283, 0.6781768202781677, 0.6]"
"[2.135561466217041, 0.600346028804779, 0.6]"
"[1.276170015335083, 0.9257877469062805, 0.6]"
"[1.8876802921295166, 0.6016108989715576, 0.6]"
"[2.2697370052337646, 0.6002126336097717, 0.6]"
"[1.9037450551986694, 0.6023688316345215, 0.6]"
"[1.6190168857574463, 0.6046353578567505, 0.6]"
"[1.9310119152069092, 0.600389838218689, 0.6]"
"[1.8701324462890625, 0.6862302422523499, 0.6]"
"[1.9446603059768677, 0.642265796661377, 0.6]"
"[1.823986291885376, 0.6544502973556519, 0.6]"
"[1.9763333797454834, 0.6063960790634155, 0.6]"
"[1.866011142730713, 0.6034136414527893, 0.6]"
"[1.3701831102371216, 0.7577519416809082, 0.6]"
"[1.9390344619750977, 0.6666666865348816, 0.6]"
"[2.446777105331421, 0.6666666865348816, 0.6]"
"[1.8870316743850708, 0.6012861132621765, 0.6]"
"[2.040215253829956, 0.6480447053909302, 0.6]"
"[2.0075607299804688, 0.6666666865348816, 0.6]"
"[1.958062767982483, 0.6430395841598511, 0.6]"
"[2.0118346214294434, 0.6001056432723999, 0.6]"
"[1.9352844953536987, 0.6376451253890991, 0.6]"
"[1.8692913055419922, 0.6063078045845032, 0.6]"
"[1.9041327238082886, 0.6349960565567017, 0.6]"
"[1.8965283632278442, 0.6030013561248779, 0.6]"
"[1.7994168996810913, 0.604651153087616, 0.6]"
"[1.8023178577423096, 0.6063418388366699, 0.6]"
"[1.8648591041564941, 0.6064189076423645, 0.6]"
"[1.522740125656128, 0.9534450769424438, 0.6]"
"[1.8295152187347412, 0.6170799136161804, 0.6]"
"[1.1238067150115967, 0.906191349029541, 0.6]"
"[1.0740134716033936, 0.9672955870628357, 0.6]"
"[1.2634280920028687, 0.9288976192474365, 0.6]"
"[1.989405870437622, 0.600545346736908, 0.6]"
"[1.8361120223999023, 0.6022791862487793, 0.6]"
"[2.4771056175231934, 0.600104808807373, 0.6]"
"[1.8418796062469482, 0.6305842399597168, 0.6]"
"[1.941105604171753, 0.6033279299736023, 0.6]"
"[1.7016754150390625, 0.7238442897796631, 0.6]"
"[1.7041640281677246, 0.6018868088722229, 0.6]"
"[1.7459508180618286, 0.6112173199653625, 0.6]"
"[1.7347939014434814, 0.8042327761650085, 0.6]"
"[2.059995174407959, 0.6071730256080627, 0.6]"
"[1.8286974430084229, 0.6914682984352112, 0.6]"
"[2.1791861057281494, 0.6642453670501709, 0.6]"
"[2.1046929359436035, 0.6066557765007019, 0.6]"
"[1.7862563133239746, 0.9724310636520386, 0.6]"
"[2.172285556793213, 0.626223087310791, 0.6]"
"[2.0128939151763916, 0.6261168122291565, 0.6]"
"[2.16440486907959, 0.6414762735366821, 0.6]"
"[1.9907724857330322, 0.6209386587142944, 0.6]"
"[2.3752336502075195, 0.6268292665481567, 0.6]"
"[2.079249620437622, 0.60671466588974, 0.6]"
"[1.8047637939453125, 0.7446643710136414, 0.6]"
"[1.968484878540039, 0.6810699105262756, 0.6]"
"[2.2868456840515137, 0.6666666865348816, 0.6]"
"[1.9210081100463867, 0.6044905185699463, 0.6]"
"[1.985563039779663, 0.6160849928855896, 0.6]"
"[1.8871945142745972, 0.6048714518547058, 0.6]"
"[2.029979705810547, 0.6018075346946716, 0.6]"
"[1.8056391477584839, 0.62193363904953, 0.6]"
"[1.6785869598388672, 0.8009119033813477, 0.6]"
"[2.1001687049865723, 0.6034482717514038, 0.6]"
"[1.7969233989715576, 0.6595576405525208, 0.6]"
"[2.0647706985473633, 0.6057007312774658, 0.6]"
"[1.700736165046692, 0.610124945640564, 0.6]"
"[1.9644063711166382, 0.6666666269302368, 0.6]"
"[1.878631353378296, 0.6666666865348816, 0.6]"
"[3.1858057975769043, 0.6521739363670349, 0.6]"
"[2.123684883117676, 0.6544444561004639, 0.6]"
"[2.2243218421936035, 0.6012070178985596, 0.6]"
"[1.9800409078598022, 0.6221591234207153, 0.6]"
"[1.9366176128387451, 0.6065573692321777, 0.6]"
"[1.9854404926300049, 0.6059972047805786, 0.6]"
"[1.9277881383895874, 0.7743589878082275, 0.6]"
"[1.993491768836975, 0.6042267084121704, 0.6]"
"[1.7501060962677002, 0.7913793325424194, 0.6]"
"[1.595951795578003, 0.6666666865348816, 0.6]"
"[1.796879768371582, 0.609887957572937, 0.6]"
"[2.0072662830352783, 0.6123680472373962, 0.6]"
"[1.6662604808807373, 0.7826305031776428, 0.6]"
"[1.7047436237335205, 0.7144772410392761, 0.6]"
"[1.8572837114334106, 0.6437526941299438, 0.6]"
"[1.9892665147781372, 0.6404040455818176, 0.6]"
"[2.0488662719726562, 0.6198462843894958, 0.6]"
"[2.215311050415039, 0.6036895513534546, 0.6]"
"[2.0978989601135254, 0.6027777791023254, 0.6]"
"[1.8343913555145264, 0.6209973692893982, 0.6]"
"[2.200043201446533, 0.604541540145874, 0.6]"
"[1.922302007675171, 0.7082533836364746, 0.6]"
"[1.3913899660110474, 0.8141299486160278, 0.6]"
"[1.8458106517791748, 0.602227509021759, 0.6]"
"[1.9980381727218628, 0.6183098554611206, 0.6]"
"[1.795819878578186, 0.6535947918891907, 0.6]"
"[1.9634915590286255, 0.6039727330207825, 0.6]"
"[1.8517708778381348, 0.611599326133728, 0.6]"
"[2.4295926094055176, 0.6007983684539795, 0.6]"
"[1.9593095779418945, 0.6016731262207031, 0.6]"
"[2.0734751224517822, 0.6886503100395203, 0.6]"
"[2.233436107635498, 0.650732159614563, 0.6]"
"[2.1855361461639404, 0.6114890575408936, 0.6]"
"[1.3599770069122314, 0.8198005557060242, 0.6]"
"[1.9631105661392212, 0.6436487436294556, 0.6]"
"[2.0536837577819824, 0.6297598481178284, 0.6]"
"[2.1195106506347656, 0.6165413856506348, 0.6]"
"[2.4181723594665527, 0.6666666865348816, 0.6]"
"[2.0878427028656006, 0.6043846607208252, 0.6]"
"[2.026444673538208, 0.6002737879753113, 0.6]"
"[1.569057822227478, 0.8189021348953247, 0.6]"
"[2.07961368560791, 0.6165517568588257, 0.6]"
"[1.7892314195632935, 0.6259168386459351, 0.6]"
"[1.811299443244934, 0.6050135493278503, 0.6]"
"[1.3578801155090332, 0.8119121789932251, 0.6]"
"[1.9575462341308594, 0.6029810309410095, 0.6]"
"[1.6668670177459717, 0.770061731338501, 0.6]"
"[1.9392445087432861, 0.6012155413627625, 0.6]"
"[1.8642189502716064, 0.6004566550254822, 0.6]"
"[1.928567886352539, 0.6071428656578064, 0.6]"
"[2.00355863571167, 0.640876829624176, 0.6]"
"[1.5666394233703613, 0.6666666269302368, 0.6]"
"[1.996339201927185, 0.6031457781791687, 0.6]"
"[1.8147765398025513, 0.6008174419403076, 0.6]"
"[1.919912338256836, 0.6030389666557312, 0.6]"
"[1.8568134307861328, 0.6037863492965698, 0.6]"
"[1.664297342300415, 0.6527079343795776, 0.6]"
"[1.8813587427139282, 0.6014739274978638, 0.6]"
"[1.9662190675735474, 0.603236198425293, 0.6]"
"[2.076631784439087, 0.6021504998207092, 0.6]"
"[1.9565404653549194, 0.6102693676948547, 0.6]"
"[1.7954484224319458, 0.6004527807235718, 0.6]"
"[1.8781768083572388, 0.6081468462944031, 0.6]"
"[1.9831993579864502, 0.6145319938659668, 0.6]"
"[1.9884105920791626, 0.6469333171844482, 0.6]"
"[1.5072962045669556, 0.6429872512817383, 0.6]"
"[2.202200174331665, 0.6087414622306824, 0.6]"
"[1.6991114616394043, 0.6016511917114258, 0.6]"
"[2.0374670028686523, 0.6093418598175049, 0.6]"
"[1.883727788925171, 0.6656934022903442, 0.6]"
"[1.9455302953720093, 0.6036342978477478, 0.6]"
"[2.0530457496643066, 0.6097561120986938, 0.6]"
"[1.836949348449707, 0.6142098307609558, 0.6]"
"[2.0572688579559326, 0.6003616452217102, 0.6]"
"[1.276768445968628, 0.7879464626312256, 0.6]"
"[1.7930853366851807, 0.6666666865348816, 0.6]"
"[2.085336208343506, 0.6116005778312683, 0.6]"
"[2.0842108726501465, 0.6156968474388123, 0.6]"
"[1.9560871124267578, 0.600192666053772, 0.6]"
"[2.06032657623291, 0.6171171069145203, 0.6]"
"[2.202310085296631, 0.6056166291236877, 0.6]"
"[1.8413845300674438, 0.6053411960601807, 0.6]"
"[1.9997498989105225, 0.6090850830078125, 0.6]"
"[1.6982367038726807, 0.92946857213974, 0.6]"
"[1.6018776893615723, 0.8903972506523132, 0.6]"
"[1.3528969287872314, 0.8330513834953308, 0.6]"
"[1.9644137620925903, 0.602393627166748, 0.6]"
"[1.9193763732910156, 0.6811308860778809, 0.6]"
"[2.001225709915161, 0.6003316640853882, 0.6]"
"[2.075840950012207, 0.62890625, 0.6]"
"[2.2211685180664062, 0.6666666269302368, 0.6]"
"[1.9820700883865356, 0.611501157283783, 0.6]"
"[2.023017406463623, 0.6068928241729736, 0.6]"
"[1.9420576095581055, 0.6077844500541687, 0.6]"
"[1.914595365524292, 0.6012039184570312, 0.6]"
"[1.5725767612457275, 0.7617260813713074, 0.6]"
"[1.7844314575195312, 0.6538750529289246, 0.6]"
"[1.6947757005691528, 0.7003003358840942, 0.6]"
"[1.9337023496627808, 0.6010439991950989, 0.6]"
"[1.3116867542266846, 0.9469879865646362, 0.6]"
"[2.1557626724243164, 0.6022353768348694, 0.6]"
"[1.7327094078063965, 0.6559140086174011, 0.6]"
"[1.8454334735870361, 0.6093052625656128, 0.6]"
"[2.133471965789795, 0.6666666269302368, 0.6]"
"[1.8978643417358398, 0.6025354266166687, 0.6]"
"[2.188413143157959, 0.6008378267288208, 0.6]"
"[1.9035605192184448, 0.601783037185669, 0.6]"
"[1.7678369283676147, 0.9186314940452576, 0.6]"
"[1.4352304935455322, 0.8776301145553589, 0.6]"
"[1.9386017322540283, 0.7734119296073914, 0.6]"
"[2.112164258956909, 0.63451087474823, 0.6]"
"[2.1444544792175293, 0.6780446171760559, 0.6]"
"[1.913304328918457, 0.6049960851669312, 0.6]"
"[1.6404896974563599, 0.6023890376091003, 0.6]"
"[1.9596608877182007, 0.6250825524330139, 0.6]"
"[1.8371506929397583, 0.7268518805503845, 0.6]"
"[2.6886026859283447, 0.6037037372589111, 0.6]"
"[2.0490612983703613, 0.6065573692321777, 0.6]"
"[2.281970977783203, 0.6021825671195984, 0.6]"
"[1.9042820930480957, 0.6026894450187683, 0.6]"
"[1.9910776615142822, 0.6004414558410645, 0.6]"
"[1.9859483242034912, 0.6212379336357117, 0.6]"
"[1.6574469804763794, 0.6003490686416626, 0.6]"
"[1.609086036682129, 0.6608569622039795, 0.6]"
"[1.9554765224456787, 0.6200274229049683, 0.6]"
"[1.7275925874710083, 0.6052819490432739, 0.6]"
"[1.90720534324646, 0.6006073951721191, 0.6]"
"[2.3452835083007812, 0.6186931729316711, 0.6]"
"[2.0887210369110107, 0.6063368320465088, 0.6]"
"[2.0137648582458496, 0.6009389162063599, 0.6]"
"[1.8752894401550293, 0.6032562255859375, 0.6]"
"[2.061570644378662, 0.6666666269302368, 0.6]"
"[1.7929761409759521, 0.6088082790374756, 0.6]"
"[1.9896717071533203, 0.6145374178886414, 0.6]"
"[1.923746109008789, 0.6289989948272705, 0.6]"
"[2.1235616207122803, 0.6171950101852417, 0.6]"
"[1.9453679323196411, 0.6141682267189026, 0.6]"
"[1.968982458114624, 0.6128472089767456, 0.6]"
"[1.8768635988235474, 0.6001622080802917, 0.6]"
"[2.016820192337036, 0.6021220088005066, 0.6]"
"[2.0390331745147705, 0.6002845168113708, 0.6]"
"[1.790886402130127, 0.6021798253059387, 0.6]"
"[1.5922043323516846, 0.7333333492279053, 0.6]"
"[2.056579113006592, 0.6113902926445007, 0.6]"
"[1.9591937065124512, 0.6044568419456482, 0.6]"
"[1.380644679069519, 0.6548004150390625, 0.6]"
"[1.8910315036773682, 0.600529134273529, 0.6]"
"[2.411797523498535, 0.6015672087669373, 0.6]"
"[2.06416654586792, 0.6029962301254272, 0.6]"
"[2.000258207321167, 0.6500287055969238, 0.6]"
"[1.951580286026001, 0.6014739274978638, 0.6]"
"[2.0419647693634033, 0.6149522066116333, 0.6]"
"[1.9402390718460083, 0.6053430438041687, 0.6]"
"[1.8190712928771973, 0.6036866307258606, 0.6]"
"[1.1833370923995972, 0.937940776348114, 0.6]"
"[1.9097559452056885, 0.601556122303009, 0.6]"
"[1.7608271837234497, 0.605555534362793, 0.6]"
"[2.2953481674194336, 0.6020787358283997, 0.6]"
"[1.8309695720672607, 0.6009455919265747, 0.6]"
"[1.6129390001296997, 0.7433459758758545, 0.6]"
"[1.9402785301208496, 0.6247139573097229, 0.6]"
"[1.8305745124816895, 0.603553056716919, 0.6]"
"[1.90195894241333, 0.6005706191062927, 0.6]"
"[2.0619430541992188, 0.6666666865348816, 0.6]"
"[2.0338850021362305, 0.6584699153900146, 0.6]"
"[1.9750628471374512, 0.6003536581993103, 0.6]"
"[1.7613621950149536, 0.6014254689216614, 0.6]"
"[1.9261442422866821, 0.6042595505714417, 0.6]"
"[2.1999244689941406, 0.646484375, 0.6]"
"[1.8070158958435059, 0.6149297952651978, 0.6]"
"[1.7251181602478027, 0.6245370507240295, 0.6]"
"[1.8787531852722168, 0.6515641808509827, 0.6]"
"[2.2850260734558105, 0.6053962707519531, 0.6]"
"[1.9107637405395508, 0.6462754607200623, 0.6]"
"[2.1005542278289795, 0.6017391085624695, 0.6]"
"[2.0952396392822266, 0.6115040183067322, 0.6]"
"[2.0111851692199707, 0.6550448536872864, 0.6]"
"[1.9688383340835571, 0.6125355958938599, 0.6]"
"[1.951634407043457, 0.6194690465927124, 0.6]"
"[1.8075388669967651, 0.607796311378479, 0.6]"
"[2.341419219970703, 0.6426734924316406, 0.6]"
"[2.1417806148529053, 0.6029962301254272, 0.6]"
"[1.8078250885009766, 0.612164318561554, 0.6]"
"[1.810878038406372, 0.6016119718551636, 0.6]"
"[1.9755373001098633, 0.6151515245437622, 0.6]"
"[1.7394468784332275, 0.6012544631958008, 0.6]"
"[2.3811352252960205, 0.607947826385498, 0.6]"
"[1.783273696899414, 0.6026058793067932, 0.6]"
"[2.0020909309387207, 0.6182648539543152, 0.6]"
"[2.0019102096557617, 0.6415373086929321, 0.6]"
"[2.41100811958313, 0.6369829773902893, 0.6]"
"[1.855493187904358, 0.6982248425483704, 0.6]"
"[1.883362054824829, 0.6007751822471619, 0.6]"
"[1.9554519653320312, 0.6153846383094788, 0.6]"
"[1.66854727268219, 0.6036414504051208, 0.6]"
"[1.9620330333709717, 0.6024566888809204, 0.6]"
"[1.960631251335144, 0.6666666269302368, 0.6]"
"[1.8991729021072388, 0.6085124015808105, 0.6]"
"[2.16072678565979, 0.6214452385902405, 0.6]"
"[1.528428316116333, 0.7984068989753723, 0.6]"
"[2.0534543991088867, 0.604202151298523, 0.6]"
"[1.918343186378479, 0.6083165407180786, 0.6]"
"[1.8599035739898682, 0.6005841493606567, 0.6]"
"[1.853337049484253, 0.6013666987419128, 0.6]"
"[2.3855276107788086, 0.6005873680114746, 0.6]"
"[2.145702838897705, 0.6157894730567932, 0.6]"
"[2.0189156532287598, 0.6051912307739258, 0.6]"
"[1.9475181102752686, 0.6092307567596436, 0.6]"
"[1.7394165992736816, 0.6021290421485901, 0.6]"
"[1.9353606700897217, 0.6018202304840088, 0.6]"
"[1.8030339479446411, 0.9413145780563354, 0.6]"
"[1.908278465270996, 0.6090266704559326, 0.6]"
"[1.8685812950134277, 0.605401873588562, 0.6]"
"[1.6671653985977173, 0.6170907020568848, 0.6]"
"[1.587790846824646, 0.7173274755477905, 0.6]"
"[2.1832993030548096, 0.6012820601463318, 0.6]"
"[2.0136971473693848, 0.6000876426696777, 0.6]"
"[1.8633406162261963, 0.6025641560554504, 0.6]"
"[2.1970996856689453, 0.6588021516799927, 0.6]"
"[1.8864457607269287, 0.6419141888618469, 0.6]"
"[1.6347906589508057, 0.8671411871910095, 0.6]"
"[1.9466211795806885, 0.7292025089263916, 0.6]"
"[2.0685386657714844, 0.6225489974021912, 0.6]"
"[1.8767225742340088, 0.6310329437255859, 0.6]"
"[2.0984342098236084, 0.6365619897842407, 0.6]"
"[2.0713231563568115, 0.6299585700035095, 0.6]"
"[1.81541109085083, 0.6666666269302368, 0.6]"
"[2.0066394805908203, 0.602623462677002, 0.6]"
"[1.4738706350326538, 0.8232391476631165, 0.6]"
"[1.571933388710022, 0.9347568154335022, 0.6]"
"[1.8223985433578491, 0.7015218138694763, 0.6]"
"[2.2102813720703125, 0.6010498404502869, 0.6]"
"[2.041787624359131, 0.622613787651062, 0.6]"
"[1.9022948741912842, 0.6064400672912598, 0.6]"
"[1.8704944849014282, 0.6072234511375427, 0.6]"
"[1.8068277835845947, 0.6053333282470703, 0.6]"
"[1.739514946937561, 0.6144578456878662, 0.6]"
"[1.6940078735351562, 0.6034024357795715, 0.6]"
"[1.820373773574829, 0.7471264004707336, 0.6]"
"[1.8742222785949707, 0.6426701545715332, 0.6]"
"[2.0586867332458496, 0.6204239130020142, 0.6]"
"[1.9325495958328247, 0.6154525279998779, 0.6]"
"[1.3818333148956299, 0.7889254689216614, 0.6]"
"[2.0314507484436035, 0.6055846214294434, 0.6]"
"[2.0327305793762207, 0.604938268661499, 0.6]"
"[1.748142957687378, 0.6168741583824158, 0.6]"
"[1.6144447326660156, 0.6007983684539795, 0.6]"
"[1.758667230606079, 0.851966917514801, 0.6]"
"[1.9140617847442627, 0.6022890210151672, 0.6]"
"[1.8940110206604004, 0.613852858543396, 0.6]"
"[2.0185694694519043, 0.607435405254364, 0.6]"
"[1.9565943479537964, 0.6024187803268433, 0.6]"
"[1.940260410308838, 0.6021180152893066, 0.6]"
"[2.2168192863464355, 0.6047515869140625, 0.6]"
"[1.772571325302124, 0.6446043252944946, 0.6]"
"[2.887545108795166, 0.603399395942688, 0.6]"
"[1.9793481826782227, 0.6496496200561523, 0.6]"
"[2.0331029891967773, 0.6508206129074097, 0.6]"
"[1.9695110321044922, 0.6065109372138977, 0.6]"
"[1.8461918830871582, 0.602910578250885, 0.6]"
"[1.8606576919555664, 0.6339868903160095, 0.6]"
"[1.7375982999801636, 0.6029216647148132, 0.6]"
"[1.925823450088501, 0.6666666865348816, 0.6]"
"[1.755449652671814, 0.6013824939727783, 0.6]"
"[1.7336887121200562, 0.6036414504051208, 0.6]"
"[2.568824529647827, 0.6335740089416504, 0.6]"
"[2.315575122833252, 0.6017963886260986, 0.6]"
"[1.7025130987167358, 0.6811071038246155, 0.6]"
"[1.8679478168487549, 0.6028192639350891, 0.6]"
"[2.0290188789367676, 0.6070833206176758, 0.6]"
