r,accuracy,target
"[1.3891308307647705, 0.6666904091835022, 0.55]"
"[2.1476948261260986, 0.6596755385398865, 0.55]"
"[1.9589513540267944, 0.8230443000793457, 0.55]"
"[2.067995071411133, 0.6642671823501587, 0.55]"
"[1.9871346950531006, 0.6656189560890198, 0.55]"
"[1.9493519067764282, 0.8320942521095276, 0.55]"
"[1.9670004844665527, 0.6615025401115417, 0.55]"
"[1.9508039951324463, 0.6628371477127075, 0.55]"
"[1.6494613885879517, 0.8321349024772644, 0.55]"
"[1.1230565309524536, 0.832446277141571, 0.55]"
"[1.368561863899231, 0.8351874351501465, 0.55]"
"[2.48329496383667, 0.6662339568138123, 0.55]"
"[1.6217732429504395, 0.6653696298599243, 0.55]"
"[1.7774330377578735, 0.661125123500824, 0.55]"
"[1.966526746749878, 0.832503616809845, 0.55]"
"[2.0144128799438477, 0.6656399369239807, 0.55]"
"[1.778092384338379, 0.8322809934616089, 0.55]"
"[1.6220675706863403, 0.5544905662536621, 0.55]"
"[1.449289083480835, 0.8324820399284363, 0.55]"
"[1.642376184463501, 0.666244626045227, 0.55]"
"[1.9671660661697388, 0.667728841304779, 0.55]"
"[1.8919708728790283, 0.6656280755996704, 0.55]"
"[1.959059715270996, 0.6657615303993225, 0.55]"
"[1.9714267253875732, 0.6666666865348816, 0.55]"
"[1.9753997325897217, 0.6639764308929443, 0.55]"
"[1.9319045543670654, 0.6662667989730835, 0.55]"
"[2.8403263092041016, 0.6643790602684021, 0.55]"
"[2.0892906188964844, 0.6695905923843384, 0.55]"
"[1.875227689743042, 0.6662715673446655, 0.55]"
"[1.9076379537582397, 0.6636818647384644, 0.55]"
"[1.5027637481689453, 0.8327850699424744, 0.55]"
"[1.6385719776153564, 0.8320902585983276, 0.55]"
"[1.4556374549865723, 0.8308526873588562, 0.55]"
"[1.5012236833572388, 0.833175778388977, 0.55]"
"[1.9799705743789673, 0.6595490574836731, 0.55]"
"[1.9416019916534424, 0.6673863530158997, 0.55]"
"[2.1462900638580322, 0.6651550531387329, 0.55]"
"[1.8217763900756836, 0.6674168109893799, 0.55]"
"[2.136228084564209, 0.6635556817054749, 0.55]"
"[2.4584226608276367, 0.6629197001457214, 0.55]"
"[2.0221614837646484, 0.6647560000419617, 0.55]"
"[1.7331273555755615, 0.6695712208747864, 0.55]"
"[2.4864706993103027, 0.6628341674804688, 0.55]"
"[1.5651252269744873, 0.6662989258766174, 0.55]"
"[1.9053292274475098, 0.6681451797485352, 0.55]"
"[1.4695791006088257, 0.8327316641807556, 0.55]"
"[2.189391613006592, 0.6670623421669006, 0.55]"
"[2.0373125076293945, 0.8322581052780151, 0.55]"
"[2.0464296340942383, 0.6642768383026123, 0.55]"
"[1.7870001792907715, 0.6666666865348816, 0.55]"
"[1.6853716373443604, 0.6643065810203552, 0.55]"
"[1.8072502613067627, 0.6662702560424805, 0.55]"
"[1.9005086421966553, 0.6666666865348816, 0.55]"
"[1.7600548267364502, 0.6558626294136047, 0.55]"
"[2.337184429168701, 0.6600298881530762, 0.55]"
"[1.86342191696167, 0.8323514461517334, 0.55]"
"[1.8572440147399902, 0.6660816669464111, 0.55]"
"[2.136172294616699, 0.6626414060592651, 0.55]"
"[2.2441108226776123, 0.6657055616378784, 0.55]"
"[1.8040564060211182, 0.664484977722168, 0.55]"
"[1.6790540218353271, 0.666286051273346, 0.55]"
"[1.7019339799880981, 0.6653702259063721, 0.55]"
"[1.718489408493042, 0.6663296818733215, 0.55]"
"[1.949656367301941, 0.6672051548957825, 0.55]"
"[2.4445536136627197, 0.6666666865348816, 0.55]"
"[1.814324140548706, 0.9976671934127808, 0.55]"
"[1.8204197883605957, 0.6544337868690491, 0.55]"
"[1.831107258796692, 0.6662508845329285, 0.55]"
"[2.050487518310547, 0.6615756750106812, 0.55]"
"[1.7316516637802124, 0.6655552387237549, 0.55]"
"[1.7469117641448975, 0.6666666865348816, 0.55]"
"[2.630697250366211, 0.655022382736206, 0.55]"
"[2.294224262237549, 0.6616973280906677, 0.55]"
"[1.9325990676879883, 0.830872118473053, 0.55]"
"[1.6399012804031372, 0.6652219295501709, 0.55]"
"[1.6204804182052612, 0.6663050055503845, 0.55]"
"[2.1723527908325195, 0.6610398292541504, 0.55]"
"[1.3219125270843506, 0.6720212697982788, 0.55]"
"[2.0960142612457275, 0.6655035614967346, 0.55]"
"[2.0375444889068604, 0.6629675030708313, 0.55]"
"[2.172140598297119, 0.6640849113464355, 0.55]"
"[1.9610803127288818, 0.6658203601837158, 0.55]"
"[2.247918128967285, 0.5864346027374268, 0.55]"
"[2.2457478046417236, 0.5946044921875, 0.55]"
"[1.8595516681671143, 0.6658686995506287, 0.55]"
"[2.138097047805786, 0.6566983461380005, 0.55]"
"[1.6451468467712402, 0.6662722229957581, 0.55]"
"[1.5080796480178833, 0.832770586013794, 0.55]"
"[2.059448003768921, 0.6670007109642029, 0.55]"
"[1.9312242269515991, 0.6662665605545044, 0.55]"
"[2.263580799102783, 0.6638661623001099, 0.55]"
"[1.3087754249572754, 0.8320918083190918, 0.55]"
"[1.8801486492156982, 0.5531875491142273, 0.55]"
"[1.9724209308624268, 0.6622795462608337, 0.55]"
"[1.9125101566314697, 0.6647691130638123, 0.55]"
"[1.4791758060455322, 0.8325018286705017, 0.55]"
"[1.4638402462005615, 0.8315504789352417, 0.55]"
"[2.29349422454834, 0.6594294905662537, 0.55]"
"[1.9997227191925049, 0.6619569659233093, 0.55]"
"[1.917561411857605, 0.6638491153717041, 0.55]"
"[2.005582571029663, 0.6666666865348816, 0.55]"
"[1.672471523284912, 0.6658223271369934, 0.55]"
"[1.7968627214431763, 0.5575276017189026, 0.55]"
"[1.9760205745697021, 0.6642369031906128, 0.55]"
"[2.0010170936584473, 0.6644546389579773, 0.55]"
"[1.717111349105835, 0.6659868955612183, 0.55]"
"[2.0485658645629883, 0.6595117449760437, 0.55]"
"[2.1930336952209473, 0.6615936160087585, 0.55]"
"[1.6363590955734253, 0.6648868918418884, 0.55]"
"[2.084958553314209, 0.6601011753082275, 0.55]"
"[1.5079201459884644, 0.8294483423233032, 0.55]"
"[1.900740146636963, 0.6659926772117615, 0.55]"
"[2.4109508991241455, 0.6643359661102295, 0.55]"
"[1.7961422204971313, 0.652931809425354, 0.55]"
"[2.328392744064331, 0.6620559692382812, 0.55]"
"[1.8372960090637207, 0.665393054485321, 0.55]"
"[1.4111343622207642, 0.8304793834686279, 0.55]"
"[2.060178279876709, 0.6659512519836426, 0.55]"
"[1.7457642555236816, 0.6685771942138672, 0.55]"
"[1.8481082916259766, 0.6644271016120911, 0.55]"
"[1.9346039295196533, 0.6532772183418274, 0.55]"
"[2.022684097290039, 0.664512038230896, 0.55]"
"[1.93870210647583, 0.6658696532249451, 0.55]"
"[1.8014945983886719, 0.6581714153289795, 0.55]"
"[1.981520652770996, 0.6596383452415466, 0.55]"
"[2.1250576972961426, 0.663455605506897, 0.55]"
"[1.7292248010635376, 0.6660158038139343, 0.55]"
"[1.8976256847381592, 0.6659972667694092, 0.55]"
"[2.0373687744140625, 0.6652324199676514, 0.55]"
"[2.001687526702881, 0.6666666865348816, 0.55]"
"[1.7262802124023438, 0.667388916015625, 0.55]"
"[2.288461685180664, 0.6636315584182739, 0.55]"
"[1.788636565208435, 0.6670393943786621, 0.55]"
"[2.1080076694488525, 0.6666666865348816, 0.55]"
"[1.987121343612671, 0.6637434363365173, 0.55]"
"[1.7214760780334473, 0.6606839299201965, 0.55]"
"[1.7231686115264893, 0.6662510633468628, 0.55]"
"[2.454040288925171, 0.5646549463272095, 0.55]"
"[1.8292920589447021, 0.663395881652832, 0.55]"
"[1.869884729385376, 0.6663022637367249, 0.55]"
"[2.0488779544830322, 0.831527829170227, 0.55]"
"[1.932798147201538, 0.6623731851577759, 0.55]"
"[2.100900411605835, 0.6635679006576538, 0.55]"
"[1.6189618110656738, 0.6581236720085144, 0.55]"
"[1.6369969844818115, 0.66698157787323, 0.55]"
"[1.9704527854919434, 0.6632481813430786, 0.55]"
"[1.755286693572998, 0.8318093419075012, 0.55]"
"[1.8189122676849365, 0.4992830455303192, 0.55]"
"[2.18436861038208, 0.6648154854774475, 0.55]"
"[1.7528767585754395, 0.6644951105117798, 0.55]"
"[1.4433526992797852, 0.664644181728363, 0.55]"
"[2.079808235168457, 0.6187058091163635, 0.55]"
"[1.592766523361206, 0.6676708459854126, 0.55]"
"[2.175272226333618, 0.5024181008338928, 0.55]"
"[0.9910328984260559, 0.8321043848991394, 0.55]"
"[1.7804393768310547, 0.6673681735992432, 0.55]"
"[2.403069019317627, 0.66599041223526, 0.55]"
"[1.5661182403564453, 0.831074595451355, 0.55]"
"[1.781095027923584, 0.6615900993347168, 0.55]"
"[1.3422237634658813, 0.8311360478401184, 0.55]"
"[1.9159717559814453, 0.6666792035102844, 0.55]"
"[2.2306416034698486, 0.662402868270874, 0.55]"
"[1.99868905544281, 0.6629171371459961, 0.55]"
"[1.7838083505630493, 0.8318020701408386, 0.55]"
"[1.962146520614624, 0.6612648963928223, 0.55]"
"[1.8015689849853516, 0.6649273633956909, 0.55]"
"[1.8792176246643066, 0.6663376092910767, 0.55]"
"[1.9962902069091797, 0.6649914979934692, 0.55]"
"[1.7408926486968994, 0.6680211424827576, 0.55]"
"[1.9604804515838623, 0.6663728952407837, 0.55]"
"[1.8318730592727661, 0.6650986671447754, 0.55]"
"[1.7324192523956299, 0.6669790148735046, 0.55]"
"[1.6444661617279053, 0.8323892951011658, 0.55]"
"[2.7509539127349854, 0.6548502445220947, 0.55]"
"[2.490784168243408, 0.6666666269302368, 0.55]"
"[2.2275748252868652, 0.6626021265983582, 0.55]"
"[1.6361124515533447, 0.6637213826179504, 0.55]"
"[1.0409321784973145, 0.8323228359222412, 0.55]"
"[2.1978323459625244, 0.6635334491729736, 0.55]"
"[1.9564533233642578, 0.6558824181556702, 0.55]"
"[1.7821918725967407, 0.6623789072036743, 0.55]"
"[1.1339282989501953, 0.831986129283905, 0.55]"
"[2.033203363418579, 0.6649098992347717, 0.55]"
"[2.077577590942383, 0.8324230313301086, 0.55]"
"[1.9502369165420532, 0.6641306281089783, 0.55]"
"[1.6931228637695312, 0.6657094359397888, 0.55]"
"[1.919588327407837, 0.6666666865348816, 0.55]"
"[1.5673067569732666, 0.9919893145561218, 0.55]"
"[2.294339656829834, 0.6614340543746948, 0.55]"
"[1.9338223934173584, 0.6659631133079529, 0.55]"
"[2.1703197956085205, 0.6660438179969788, 0.55]"
"[2.08345627784729, 0.6639036536216736, 0.55]"
"[3.2119884490966797, 0.6660625338554382, 0.55]"
"[2.51436710357666, 0.6666666269302368, 0.55]"
"[1.8713728189468384, 0.8323103189468384, 0.55]"
"[1.6120514869689941, 0.6611087918281555, 0.55]"
"[1.7502696514129639, 0.662493884563446, 0.55]"
"[2.1173810958862305, 0.6570757627487183, 0.55]"
"[2.0903162956237793, 0.511398434638977, 0.55]"
"[1.9387483596801758, 0.66586834192276, 0.55]"
"[1.633056402206421, 0.6668216586112976, 0.55]"
"[1.8056398630142212, 0.8325808048248291, 0.55]"
"[1.8459995985031128, 0.667041003704071, 0.55]"
"[2.0810790061950684, 0.6663104295730591, 0.55]"
"[2.1024551391601562, 0.6719010472297668, 0.55]"
"[1.76273512840271, 0.6660359501838684, 0.55]"
"[2.263258218765259, 0.6592952013015747, 0.55]"
"[1.6756510734558105, 0.6674798130989075, 0.55]"
"[1.5499684810638428, 0.827838659286499, 0.55]"
"[2.144498825073242, 0.664808988571167, 0.55]"
"[1.9287221431732178, 0.6669272780418396, 0.55]"
"[1.907821536064148, 0.6669816970825195, 0.55]"
"[1.6074249744415283, 0.6579791307449341, 0.55]"
"[1.8969016075134277, 0.8309202194213867, 0.55]"
"[1.9999067783355713, 0.6659800410270691, 0.55]"
"[2.57423734664917, 0.656322717666626, 0.55]"
"[2.0802955627441406, 0.6623482704162598, 0.55]"
"[1.6513590812683105, 0.6660357117652893, 0.55]"
"[1.9196093082427979, 0.6680242419242859, 0.55]"
"[1.8453454971313477, 0.6553718447685242, 0.55]"
"[1.7157020568847656, 0.6725823283195496, 0.55]"
"[2.031338691711426, 0.6662372350692749, 0.55]"
"[1.7528631687164307, 0.6716585755348206, 0.55]"
"[1.9305012226104736, 0.667004406452179, 0.55]"
"[2.02901029586792, 0.6673814654350281, 0.55]"
"[1.9686365127563477, 0.664966344833374, 0.55]"
"[1.5039103031158447, 0.6658693552017212, 0.55]"
"[1.7474684715270996, 0.6652544140815735, 0.55]"
"[1.5822536945343018, 0.6699398159980774, 0.55]"
"[1.839801549911499, 0.6660735011100769, 0.55]"
"[2.062539577484131, 0.6652862429618835, 0.55]"
"[1.3614890575408936, 0.8317336440086365, 0.55]"
"[1.8409616947174072, 0.6689966320991516, 0.55]"
"[1.8331201076507568, 0.665209174156189, 0.55]"
"[2.016998529434204, 0.6705096364021301, 0.55]"
"[1.4554615020751953, 0.832710862159729, 0.55]"
"[1.968353033065796, 0.6751847267150879, 0.55]"
"[1.2594672441482544, 0.9862276315689087, 0.55]"
"[1.9499437808990479, 0.6670110821723938, 0.55]"
"[2.2182388305664062, 0.8295106887817383, 0.55]"
"[2.3831613063812256, 0.6682330369949341, 0.55]"
"[1.5850056409835815, 0.8297773599624634, 0.55]"
"[1.8935580253601074, 0.8307191133499146, 0.55]"
"[1.6590614318847656, 0.8025442957878113, 0.55]"
"[2.3631234169006348, 0.665061891078949, 0.55]"
"[1.612241506576538, 0.6666666865348816, 0.55]"
"[1.8853734731674194, 0.6719494462013245, 0.55]"
"[1.114879846572876, 0.9975592494010925, 0.55]"
"[1.4249305725097656, 0.9952606558799744, 0.55]"
"[2.0567986965179443, 0.6602309346199036, 0.55]"
"[1.9263439178466797, 0.665898859500885, 0.55]"
"[2.1078875064849854, 0.6134469509124756, 0.55]"
"[1.7425329685211182, 0.6637152433395386, 0.55]"
"[1.7698289155960083, 0.6653080582618713, 0.55]"
"[2.194077968597412, 0.6651636958122253, 0.55]"
"[1.7832427024841309, 0.6656057238578796, 0.55]"
"[2.0106184482574463, 0.6621321439743042, 0.55]"
"[1.8663159608840942, 0.8292747139930725, 0.55]"
"[1.9965498447418213, 0.6682165861129761, 0.55]"
"[1.722775936126709, 0.8316720724105835, 0.55]"
"[2.198009729385376, 0.666303813457489, 0.55]"
"[2.035383701324463, 0.6660171151161194, 0.55]"
"[1.6317543983459473, 0.6666666865348816, 0.55]"
"[1.7518062591552734, 0.6616963148117065, 0.55]"
"[1.5818092823028564, 0.6776824593544006, 0.55]"
"[1.9670937061309814, 0.6680182814598083, 0.55]"
"[1.8371660709381104, 0.6617558598518372, 0.55]"
"[2.1009106636047363, 0.6596903204917908, 0.55]"
"[1.6134705543518066, 0.8322200775146484, 0.55]"
"[2.024749994277954, 0.820463240146637, 0.55]"
"[1.9733073711395264, 0.6666666865348816, 0.55]"
"[2.042588472366333, 0.6666666865348816, 0.55]"
"[2.1845784187316895, 0.6656205058097839, 0.55]"
"[1.6643036603927612, 0.6646048426628113, 0.55]"
"[2.126760959625244, 0.6653723120689392, 0.55]"
"[1.8783557415008545, 0.6537495255470276, 0.55]"
"[1.7157254219055176, 0.8279150724411011, 0.55]"
"[2.24886417388916, 0.6626828908920288, 0.55]"
"[1.459590196609497, 0.6298454403877258, 0.55]"
"[1.8907512426376343, 0.6639532446861267, 0.55]"
"[1.7151918411254883, 0.6607621312141418, 0.55]"
"[2.5419063568115234, 0.6656507849693298, 0.55]"
"[1.8549020290374756, 0.6602165102958679, 0.55]"
"[2.041684150695801, 0.6645245552062988, 0.55]"
"[1.8339242935180664, 0.6662640571594238, 0.55]"
"[1.8504970073699951, 0.6635336875915527, 0.55]"
"[1.8046331405639648, 0.6652854084968567, 0.55]"
"[2.2915987968444824, 0.6662759780883789, 0.55]"
"[1.7386642694473267, 0.6644523739814758, 0.55]"
"[1.9973514080047607, 0.8311812877655029, 0.55]"
"[1.5211224555969238, 0.8306249976158142, 0.55]"
"[1.8798036575317383, 0.6635321378707886, 0.55]"
"[1.7525146007537842, 0.6629133820533752, 0.55]"
"[1.8650046586990356, 0.6662342548370361, 0.55]"
"[1.7914984226226807, 0.6658737063407898, 0.55]"
"[1.8081772327423096, 0.6708080172538757, 0.55]"
"[1.8872473239898682, 0.832686185836792, 0.55]"
"[2.277338981628418, 0.6669930815696716, 0.55]"
"[1.8660211563110352, 0.6656690835952759, 0.55]"
"[1.636889934539795, 0.83058762550354, 0.55]"
"[1.9567701816558838, 0.8312994241714478, 0.55]"
"[2.65579891204834, 0.6655264496803284, 0.55]"
"[1.754939079284668, 0.8317872881889343, 0.55]"
"[2.683692455291748, 0.6375446319580078, 0.55]"
"[1.6097078323364258, 0.6666666865348816, 0.55]"
"[1.6989450454711914, 0.6669669151306152, 0.55]"
"[2.0424437522888184, 0.6644991040229797, 0.55]"
"[2.0606813430786133, 0.6650695204734802, 0.55]"
"[1.8255457878112793, 0.6623561382293701, 0.55]"
"[1.8931804895401, 0.6653406620025635, 0.55]"
"[2.0279014110565186, 0.6654220223426819, 0.55]"
"[2.2095088958740234, 0.6658926010131836, 0.55]"
"[1.7644307613372803, 0.8309617638587952, 0.55]"
"[1.6537381410598755, 0.6660429835319519, 0.55]"
"[1.9590377807617188, 0.6710176467895508, 0.55]"
"[2.1992053985595703, 0.6520554423332214, 0.55]"
"[2.2691612243652344, 0.6646338701248169, 0.55]"
"[1.860798954963684, 0.6650606989860535, 0.55]"
"[1.758432149887085, 0.6646975874900818, 0.55]"
"[2.0577337741851807, 0.6660318970680237, 0.55]"
"[2.029773235321045, 0.6663463115692139, 0.55]"
"[2.878164768218994, 0.6666666865348816, 0.55]"
"[1.8858387470245361, 0.6188703179359436, 0.55]"
"[2.9457554817199707, 0.6640043258666992, 0.55]"
"[1.6091411113739014, 0.6625447869300842, 0.55]"
"[2.0102102756500244, 0.5913766622543335, 0.55]"
"[2.0459251403808594, 0.6668288111686707, 0.55]"
"[1.8276023864746094, 0.6652451157569885, 0.55]"
"[2.0567948818206787, 0.6674233078956604, 0.55]"
"[1.9925715923309326, 0.6648892164230347, 0.55]"
"[1.9792485237121582, 0.6638637185096741, 0.55]"
"[1.6952064037322998, 0.8325804471969604, 0.55]"
"[1.6077913045883179, 0.6630497574806213, 0.55]"
"[1.9594922065734863, 0.6654635071754456, 0.55]"
"[2.2791190147399902, 0.6659212112426758, 0.55]"
"[1.7634611129760742, 0.8362035751342773, 0.55]"
"[1.9303309917449951, 0.8318823575973511, 0.55]"
"[1.943123698234558, 0.6680313348770142, 0.55]"
"[1.8986294269561768, 0.6672390103340149, 0.55]"
"[2.0423848628997803, 0.6550379991531372, 0.55]"
"[1.9179428815841675, 0.6640809178352356, 0.55]"
"[1.7798542976379395, 0.6666397452354431, 0.55]"
"[1.8261666297912598, 0.665615439414978, 0.55]"
"[1.9658739566802979, 0.651067316532135, 0.55]"
"[1.9690347909927368, 0.657956600189209, 0.55]"
"[2.0543291568756104, 0.6644273996353149, 0.55]"
"[2.1531119346618652, 0.5001523494720459, 0.55]"
"[2.423501491546631, 0.6658807992935181, 0.55]"
"[2.0592739582061768, 0.6615393757820129, 0.55]"
"[2.0179262161254883, 0.6531055569648743, 0.55]"
"[1.780702829360962, 0.6677621006965637, 0.55]"
"[2.075043201446533, 0.6597036123275757, 0.55]"
"[2.2262110710144043, 0.6653571128845215, 0.55]"
"[2.1299376487731934, 0.662526547908783, 0.55]"
"[2.432321310043335, 0.6659126281738281, 0.55]"
"[2.3554341793060303, 0.6660025119781494, 0.55]"
"[1.639854073524475, 0.6605878472328186, 0.55]"
"[2.1462807655334473, 0.6641839146614075, 0.55]"
"[1.11955988407135, 0.8298446536064148, 0.55]"
"[1.739319086074829, 0.7259073257446289, 0.55]"
"[1.5471526384353638, 0.6673216223716736, 0.55]"
"[2.469705581665039, 0.6649925708770752, 0.55]"
"[1.542018175125122, 0.6638383269309998, 0.55]"
"[2.532379150390625, 0.665908932685852, 0.55]"
"[1.4193205833435059, 0.6634817719459534, 0.55]"
"[1.8850204944610596, 0.660594642162323, 0.55]"
"[1.725046157836914, 0.6621599197387695, 0.55]"
"[2.1732065677642822, 0.6635637879371643, 0.55]"
"[2.040086507797241, 0.6649035215377808, 0.55]"
"[1.5267330408096313, 0.8331802487373352, 0.55]"
"[1.6563787460327148, 0.8313285708427429, 0.55]"
"[1.9324511289596558, 0.5818624496459961, 0.55]"
"[2.0063700675964355, 0.6626439690589905, 0.55]"
"[2.0396714210510254, 0.6590760350227356, 0.55]"
"[2.1419477462768555, 0.6666666865348816, 0.55]"
"[1.6666951179504395, 0.6634491086006165, 0.55]"
"[1.6314725875854492, 0.8307984471321106, 0.55]"
"[1.9166488647460938, 0.6638007760047913, 0.55]"
"[2.064948558807373, 0.6590133309364319, 0.55]"
"[1.8489395380020142, 0.661307692527771, 0.55]"
"[1.4420528411865234, 0.668366551399231, 0.55]"
"[1.9235451221466064, 0.8315654397010803, 0.55]"
"[2.051729440689087, 0.6644002795219421, 0.55]"
"[1.834115982055664, 0.6674869060516357, 0.55]"
"[1.7004914283752441, 0.670365571975708, 0.55]"
"[1.6860573291778564, 0.8318067193031311, 0.55]"
"[1.734173059463501, 0.6638926267623901, 0.55]"
"[1.7359040975570679, 0.6552485823631287, 0.55]"
"[1.782679557800293, 0.6638281941413879, 0.55]"
"[1.8899986743927002, 0.6692689657211304, 0.55]"
"[1.7684640884399414, 0.6721449494361877, 0.55]"
"[1.5244942903518677, 0.8331614136695862, 0.55]"
"[1.7955793142318726, 0.828794538974762, 0.55]"
"[2.214613199234009, 0.6637367010116577, 0.55]"
"[1.998011827468872, 0.6673628091812134, 0.55]"
"[1.9276396036148071, 0.6658664345741272, 0.55]"
"[2.09071683883667, 0.6564052700996399, 0.55]"
"[1.8081581592559814, 0.6659737825393677, 0.55]"
"[1.4657189846038818, 0.6624309420585632, 0.55]"
"[1.5484064817428589, 0.8275953531265259, 0.55]"
"[1.993740200996399, 0.6659486293792725, 0.55]"
"[1.817119836807251, 0.6645272970199585, 0.55]"
"[2.097165107727051, 0.6682738661766052, 0.55]"
"[2.529608726501465, 0.6652479767799377, 0.55]"
"[1.956864356994629, 0.6445040702819824, 0.55]"
"[1.7289206981658936, 0.6660703420639038, 0.55]"
"[1.9031778573989868, 0.6658809185028076, 0.55]"
"[1.0973758697509766, 0.8327652215957642, 0.55]"
"[1.7727386951446533, 0.6710922122001648, 0.55]"
"[1.7314256429672241, 0.6473984122276306, 0.55]"
"[2.0598583221435547, 0.6607999801635742, 0.55]"
"[2.0539283752441406, 0.6656384468078613, 0.55]"
"[1.9013638496398926, 0.6666666865348816, 0.55]"
"[1.8214118480682373, 0.664840579032898, 0.55]"
"[1.929661512374878, 0.830047070980072, 0.55]"
"[1.7437124252319336, 0.6669687032699585, 0.55]"
"[1.8001707792282104, 0.8181818127632141, 0.55]"
"[2.338461399078369, 0.6686903834342957, 0.55]"
"[1.5683465003967285, 0.6673824787139893, 0.55]"
"[1.98616623878479, 0.6612876653671265, 0.55]"
"[1.783555030822754, 0.8325551152229309, 0.55]"
"[1.7244422435760498, 0.6652862429618835, 0.55]"
"[1.9818459749221802, 0.6628318428993225, 0.55]"
"[1.196514368057251, 0.9960748553276062, 0.55]"
"[2.335904836654663, 0.6623548865318298, 0.55]"
"[1.953000783920288, 0.6698431968688965, 0.55]"
"[1.9642949104309082, 0.6636720895767212, 0.55]"
"[2.177654266357422, 0.6666666269302368, 0.55]"
"[2.0224316120147705, 0.666384756565094, 0.55]"
"[2.0159173011779785, 0.6666666865348816, 0.55]"
"[1.5616545677185059, 0.8306000232696533, 0.55]"
"[2.547182559967041, 0.6635673642158508, 0.55]"
"[2.6086418628692627, 0.6666191816329956, 0.55]"
"[1.7205299139022827, 0.6676192879676819, 0.55]"
"[2.002596855163574, 0.6398152709007263, 0.55]"
"[1.8659260272979736, 0.6656454801559448, 0.55]"
"[2.2657694816589355, 0.6666666269302368, 0.55]"
"[1.9298691749572754, 0.6641221046447754, 0.55]"
"[1.8352200984954834, 0.6663102507591248, 0.55]"
"[1.4177124500274658, 0.6593872308731079, 0.55]"
"[1.8385112285614014, 0.6666666865348816, 0.55]"
"[2.3414478302001953, 0.8324612975120544, 0.55]"
"[2.0352206230163574, 0.6669594049453735, 0.55]"
"[2.0440328121185303, 0.6640291810035706, 0.55]"
"[1.2092602252960205, 0.8325057625770569, 0.55]"
"[2.122032403945923, 0.6653608083724976, 0.55]"
"[2.299898624420166, 0.6654770970344543, 0.55]"
"[1.3370144367218018, 0.6666666865348816, 0.55]"
"[2.456630229949951, 0.6655941009521484, 0.55]"
"[1.8193156719207764, 0.6652194261550903, 0.55]"
"[2.2182295322418213, 0.6625741124153137, 0.55]"
"[2.1175758838653564, 0.6659424901008606, 0.55]"
"[1.6122958660125732, 0.995125412940979, 0.55]"
"[1.9429404735565186, 0.6682917475700378, 0.55]"
"[1.8098974227905273, 0.6636266708374023, 0.55]"
"[1.9247734546661377, 0.6645328402519226, 0.55]"
"[2.0109782218933105, 0.6587468981742859, 0.55]"
"[1.8989232778549194, 0.6597364544868469, 0.55]"
"[1.9842760562896729, 0.6624040603637695, 0.55]"
"[1.6329574584960938, 0.660059928894043, 0.55]"
"[2.280310869216919, 0.6625844836235046, 0.55]"
"[1.9054982662200928, 0.6352163553237915, 0.55]"
"[1.3790552616119385, 0.8325942158699036, 0.55]"
"[1.6885032653808594, 0.8327498435974121, 0.55]"
"[1.937639832496643, 0.6652404069900513, 0.55]"
"[1.8706774711608887, 0.6648899912834167, 0.55]"
"[1.7561756372451782, 0.6656001806259155, 0.55]"
"[1.886824369430542, 0.6659436821937561, 0.55]"
"[1.7355878353118896, 0.661224365234375, 0.55]"
"[1.8472189903259277, 0.6666666865348816, 0.55]"
"[2.0064995288848877, 0.6643607020378113, 0.55]"
"[2.062499523162842, 0.6641067266464233, 0.55]"
"[1.9210379123687744, 0.6632272005081177, 0.55]"
"[1.9195938110351562, 0.6666666865348816, 0.55]"
"[1.7492940425872803, 0.6555721759796143, 0.55]"
"[2.307260036468506, 0.6515015959739685, 0.55]"
"[2.7804064750671387, 0.5509834289550781, 0.55]"
"[1.6559782028198242, 0.664451539516449, 0.55]"
"[1.9438295364379883, 0.6573277711868286, 0.55]"
"[1.426184892654419, 0.8321160078048706, 0.55]"
"[1.3931126594543457, 0.8327873945236206, 0.55]"
"[2.0064103603363037, 0.8265857696533203, 0.55]"
"[1.9727404117584229, 0.6657279133796692, 0.55]"
"[2.0368151664733887, 0.6644200086593628, 0.55]"
"[2.0898289680480957, 0.6657388210296631, 0.55]"
"[1.8815637826919556, 0.6654542684555054, 0.55]"
"[2.0025391578674316, 0.6605839729309082, 0.55]"
"[1.6739729642868042, 0.6696162819862366, 0.55]"
"[1.4576222896575928, 0.6558049917221069, 0.55]"
"[2.6254422664642334, 0.6656675934791565, 0.55]"
"[2.0607359409332275, 0.6568548679351807, 0.55]"
"[2.086599349975586, 0.665828287601471, 0.55]"
"[2.040760040283203, 0.6642464995384216, 0.55]"
"[1.9846506118774414, 0.6627600193023682, 0.55]"
"[1.9240553379058838, 0.6651449799537659, 0.55]"
"[1.98637056350708, 0.832016110420227, 0.55]"
"[2.255018472671509, 0.6654696464538574, 0.55]"
"[1.8573994636535645, 0.6645492911338806, 0.55]"
"[2.027003049850464, 0.6400792598724365, 0.55]"
"[1.8335756063461304, 0.6646349430084229, 0.55]"
"[1.9938567876815796, 0.6606574058532715, 0.55]"
"[1.5820672512054443, 0.83234041929245, 0.55]"
"[2.0017521381378174, 0.6662344932556152, 0.55]"
"[2.5489981174468994, 0.6515530943870544, 0.55]"
"[1.8866291046142578, 0.6645005345344543, 0.55]"
"[1.7632602453231812, 0.6666666865348816, 0.55]"
"[1.7460362911224365, 0.663939893245697, 0.55]"
