r,accuracy,target
"[1.584742784500122, 0.815180242061615, 0.7]"
"[1.9234347343444824, 0.829153299331665, 0.7]"
"[1.649592399597168, 0.8318841457366943, 0.7]"
"[1.8506431579589844, 0.8306912183761597, 0.7]"
"[1.4702491760253906, 0.8232348561286926, 0.7]"
"[1.5971158742904663, 0.8311111330986023, 0.7]"
"[1.624654769897461, 0.8316600322723389, 0.7]"
"[1.2727007865905762, 0.8416916728019714, 0.7]"
"[1.6683595180511475, 0.8299393653869629, 0.7]"
"[1.5079811811447144, 0.8282102346420288, 0.7]"
"[1.645534634590149, 0.8330332040786743, 0.7]"
"[1.4910132884979248, 0.8290205001831055, 0.7]"
"[1.3918025493621826, 0.8318655490875244, 0.7]"
"[1.755171298980713, 0.8237590193748474, 0.7]"
"[1.6075373888015747, 0.8274285793304443, 0.7]"
"[1.7500141859054565, 0.8263709545135498, 0.7]"
"[1.730544090270996, 0.8319035172462463, 0.7]"
"[1.6339848041534424, 0.8328596949577332, 0.7]"
"[1.3104817867279053, 0.8313538432121277, 0.7]"
"[1.870516300201416, 0.8216648697853088, 0.7]"
"[1.8767426013946533, 0.8304024934768677, 0.7]"
"[1.399977207183838, 0.82941073179245, 0.7]"
"[1.7568275928497314, 0.8280216455459595, 0.7]"
"[1.3825510740280151, 0.8335274457931519, 0.7]"
"[2.0412919521331787, 0.8279955983161926, 0.7]"
"[1.3084259033203125, 0.8321550488471985, 0.7]"
"[1.3722057342529297, 0.8282921314239502, 0.7]"
"[1.6562857627868652, 0.8300514817237854, 0.7]"
"[1.937063455581665, 0.8300151824951172, 0.7]"
"[1.5017791986465454, 0.8322120904922485, 0.7]"
"[1.602035641670227, 0.8251546621322632, 0.7]"
"[1.8691284656524658, 0.8328307867050171, 0.7]"
"[1.7034449577331543, 0.8275361061096191, 0.7]"
"[1.597528338432312, 0.8250985741615295, 0.7]"
"[1.932175636291504, 0.8263243436813354, 0.7]"
"[1.378305435180664, 0.8320489525794983, 0.7]"
"[1.8236446380615234, 0.8312317132949829, 0.7]"
"[1.4395887851715088, 0.8314425945281982, 0.7]"
"[1.0739880800247192, 0.827224850654602, 0.7]"
"[2.0739896297454834, 0.7252746224403381, 0.7]"
"[1.9230523109436035, 0.8313640356063843, 0.7]"
"[1.1555767059326172, 0.8319975733757019, 0.7]"
"[1.2603267431259155, 0.8263784050941467, 0.7]"
"[2.169912576675415, 0.8199239373207092, 0.7]"
"[1.8814802169799805, 0.8253911733627319, 0.7]"
"[1.4762258529663086, 0.8299503922462463, 0.7]"
"[1.6193666458129883, 0.8324978351593018, 0.7]"
"[1.3433961868286133, 0.8290199637413025, 0.7]"
"[2.585271120071411, 0.7001864910125732, 0.7]"
"[2.28271746635437, 0.8215914368629456, 0.7]"
"[1.7846159934997559, 0.8323509693145752, 0.7]"
"[1.4745397567749023, 0.8296351432800293, 0.7]"
"[1.2856968641281128, 0.8328425288200378, 0.7]"
"[1.902411699295044, 0.8320586681365967, 0.7]"
"[2.1725425720214844, 0.8292964100837708, 0.7]"
"[1.3371386528015137, 0.8284206986427307, 0.7]"
"[1.5315988063812256, 0.8317165374755859, 0.7]"
"[1.6821411848068237, 0.8310704827308655, 0.7]"
"[1.6510109901428223, 0.8331734538078308, 0.7]"
"[1.4694104194641113, 0.8298367261886597, 0.7]"
"[2.064499855041504, 0.8194219470024109, 0.7]"
"[1.6091234683990479, 0.831134021282196, 0.7]"
"[1.7295358180999756, 0.8302942514419556, 0.7]"
"[1.7685630321502686, 0.826562225818634, 0.7]"
"[1.517897605895996, 0.8228417634963989, 0.7]"
"[1.4650332927703857, 0.8312621712684631, 0.7]"
"[1.4446767568588257, 0.8280090093612671, 0.7]"
"[1.2938321828842163, 0.8327217102050781, 0.7]"
"[1.6513071060180664, 0.8327175974845886, 0.7]"
"[1.4014607667922974, 0.8323148488998413, 0.7]"
"[1.5201668739318848, 0.8246158957481384, 0.7]"
"[1.3821971416473389, 0.8379464745521545, 0.7]"
"[1.6404470205307007, 0.8303260207176208, 0.7]"
"[2.0494706630706787, 0.831678569316864, 0.7]"
"[1.5494608879089355, 0.8275363445281982, 0.7]"
"[1.565055012702942, 0.8249166011810303, 0.7]"
"[1.7349268198013306, 0.8275176286697388, 0.7]"
"[1.4197044372558594, 0.8322785496711731, 0.7]"
"[1.5797348022460938, 0.8315367698669434, 0.7]"
"[1.353527307510376, 0.826291024684906, 0.7]"
"[1.6962932348251343, 0.8290477395057678, 0.7]"
"[1.9582006931304932, 0.8308699131011963, 0.7]"
"[1.7127636671066284, 0.8328323364257812, 0.7]"
"[1.0812668800354004, 0.826254665851593, 0.7]"
"[1.7311122417449951, 0.82137131690979, 0.7]"
"[1.1552088260650635, 0.8281394243240356, 0.7]"
"[1.3464781045913696, 0.8317831754684448, 0.7]"
"[1.748857021331787, 0.8307549357414246, 0.7]"
"[1.5507864952087402, 0.8315525650978088, 0.7]"
"[1.9157512187957764, 0.8308761715888977, 0.7]"
"[2.043333053588867, 0.825209379196167, 0.7]"
"[1.9868879318237305, 0.8323392868041992, 0.7]"
"[1.5847969055175781, 0.832750678062439, 0.7]"
"[1.4808390140533447, 0.8328748941421509, 0.7]"
"[1.6204612255096436, 0.8313499093055725, 0.7]"
"[1.881360650062561, 0.8192883133888245, 0.7]"
"[1.7662346363067627, 0.831691563129425, 0.7]"
"[1.684091567993164, 0.8325250744819641, 0.7]"
"[1.7621288299560547, 0.8254061937332153, 0.7]"
"[1.621890664100647, 0.8206492066383362, 0.7]"
"[1.8766577243804932, 0.827852725982666, 0.7]"
"[1.5182087421417236, 0.7359982132911682, 0.7]"
"[1.4301879405975342, 0.831956148147583, 0.7]"
"[1.9220199584960938, 0.832248866558075, 0.7]"
"[1.7373387813568115, 0.8277671933174133, 0.7]"
"[1.7069766521453857, 0.8321037292480469, 0.7]"
"[1.8711739778518677, 0.831541895866394, 0.7]"
"[1.6630127429962158, 0.8092498779296875, 0.7]"
"[1.5560853481292725, 0.8316588401794434, 0.7]"
"[2.153489351272583, 0.8286460041999817, 0.7]"
"[1.9159934520721436, 0.8304739594459534, 0.7]"
"[2.143671751022339, 0.8229790329933167, 0.7]"
"[1.4538357257843018, 0.8286574482917786, 0.7]"
"[1.517341136932373, 0.8331618905067444, 0.7]"
"[1.589287281036377, 0.8255985975265503, 0.7]"
"[1.2450385093688965, 0.8229013681411743, 0.7]"
"[1.4102280139923096, 0.8296859264373779, 0.7]"
"[1.6019811630249023, 0.8314512968063354, 0.7]"
"[1.3950223922729492, 0.8279366493225098, 0.7]"
"[1.5931897163391113, 0.705052375793457, 0.7]"
"[1.5365467071533203, 0.8269013166427612, 0.7]"
"[1.6556719541549683, 0.8331308960914612, 0.7]"
"[1.7413372993469238, 0.9958839416503906, 0.7]"
"[1.6913729906082153, 0.8321912884712219, 0.7]"
"[1.4507025480270386, 0.825106680393219, 0.7]"
"[1.728097677230835, 0.8321043252944946, 0.7]"
"[1.5972542762756348, 0.8296329379081726, 0.7]"
"[1.8563177585601807, 0.8324006199836731, 0.7]"
"[0.9660146236419678, 0.8315399885177612, 0.7]"
"[1.835044026374817, 0.8299749493598938, 0.7]"
"[1.6074039936065674, 0.8146031498908997, 0.7]"
"[1.6151124238967896, 0.8306766152381897, 0.7]"
"[1.8842962980270386, 0.826751708984375, 0.7]"
"[1.6324334144592285, 0.8289910554885864, 0.7]"
"[1.3321576118469238, 0.8303033113479614, 0.7]"
"[1.5205292701721191, 0.8320006728172302, 0.7]"
"[1.7713277339935303, 0.8308489322662354, 0.7]"
"[1.7728166580200195, 0.8252289891242981, 0.7]"
"[1.7531791925430298, 0.8126461505889893, 0.7]"
"[0.9961477518081665, 0.8315793871879578, 0.7]"
"[1.8424489498138428, 0.8220958709716797, 0.7]"
"[1.8440372943878174, 0.8297063708305359, 0.7]"
"[1.6621904373168945, 0.8282973170280457, 0.7]"
"[1.9793360233306885, 0.8266314268112183, 0.7]"
"[1.6952323913574219, 0.9937841892242432, 0.7]"
"[1.7898268699645996, 0.8319583535194397, 0.7]"
"[2.134709358215332, 0.8317965865135193, 0.7]"
"[1.8200669288635254, 0.8309937715530396, 0.7]"
"[1.5319055318832397, 0.8306015133857727, 0.7]"
"[1.4425007104873657, 0.8331193923950195, 0.7]"
"[2.009121894836426, 0.8321643471717834, 0.7]"
"[1.3945692777633667, 0.8325846195220947, 0.7]"
"[1.5576101541519165, 0.8309184908866882, 0.7]"
"[1.5935325622558594, 0.8276525139808655, 0.7]"
"[1.478022575378418, 0.832153856754303, 0.7]"
"[1.968812346458435, 0.8312451839447021, 0.7]"
"[1.8449630737304688, 0.8263692855834961, 0.7]"
"[1.7790299654006958, 0.7638416886329651, 0.7]"
"[1.8083083629608154, 0.8299543857574463, 0.7]"
"[1.234687328338623, 0.8069648742675781, 0.7]"
"[1.9346723556518555, 0.8312215805053711, 0.7]"
"[1.4562969207763672, 0.8227580785751343, 0.7]"
"[1.6907625198364258, 0.8263630270957947, 0.7]"
"[1.7586357593536377, 0.8283857703208923, 0.7]"
"[1.336281418800354, 0.836206316947937, 0.7]"
"[1.5924383401870728, 0.8328951001167297, 0.7]"
"[1.4336360692977905, 0.8296693563461304, 0.7]"
"[1.7318623065948486, 0.8308904767036438, 0.7]"
"[1.8898563385009766, 0.828484058380127, 0.7]"
"[1.7685171365737915, 0.8324270844459534, 0.7]"
"[1.6868706941604614, 0.8320696353912354, 0.7]"
"[2.0557665824890137, 0.8297305107116699, 0.7]"
"[1.935333251953125, 0.8321368098258972, 0.7]"
"[1.763171911239624, 0.8314811587333679, 0.7]"
"[1.663285255432129, 0.832910418510437, 0.7]"
"[1.5228999853134155, 0.8287296891212463, 0.7]"
"[1.9150623083114624, 0.8304769992828369, 0.7]"
"[2.104978561401367, 0.8331313729286194, 0.7]"
"[1.8054401874542236, 0.8291188478469849, 0.7]"
"[1.9477216005325317, 0.7497934103012085, 0.7]"
"[1.945169448852539, 0.8312593698501587, 0.7]"
"[1.5094537734985352, 0.8320356607437134, 0.7]"
"[1.6371355056762695, 0.830586850643158, 0.7]"
"[1.4088637828826904, 0.8275545239448547, 0.7]"
"[1.9098732471466064, 0.8300814032554626, 0.7]"
"[1.2145590782165527, 0.8088010549545288, 0.7]"
"[1.932112455368042, 0.8327527642250061, 0.7]"
"[1.6561927795410156, 0.8320482969284058, 0.7]"
"[1.7095613479614258, 0.751674234867096, 0.7]"
"[1.878530740737915, 0.8213626742362976, 0.7]"
"[1.7316293716430664, 0.8309959173202515, 0.7]"
"[1.5977818965911865, 0.8324523568153381, 0.7]"
"[1.622488260269165, 0.8325295448303223, 0.7]"
"[1.4156153202056885, 0.8269005417823792, 0.7]"
"[1.4011832475662231, 0.8312049508094788, 0.7]"
"[1.5462900400161743, 0.8315449953079224, 0.7]"
"[1.6700791120529175, 0.8286427855491638, 0.7]"
"[1.6654455661773682, 0.833164632320404, 0.7]"
"[1.7254784107208252, 0.8289615511894226, 0.7]"
"[1.612976312637329, 0.8316670060157776, 0.7]"
"[2.0229310989379883, 0.8281360268592834, 0.7]"
"[1.6064337491989136, 0.8275589942932129, 0.7]"
"[1.9848027229309082, 0.819126307964325, 0.7]"
"[1.5354738235473633, 0.8174805045127869, 0.7]"
"[1.1569797992706299, 0.833794355392456, 0.7]"
"[1.9763259887695312, 0.8305721282958984, 0.7]"
"[1.267904281616211, 0.8315833806991577, 0.7]"
"[1.6615710258483887, 0.8292911052703857, 0.7]"
"[1.5485100746154785, 0.8372020125389099, 0.7]"
"[1.4248130321502686, 0.8312392830848694, 0.7]"
"[1.7404882907867432, 0.8296244144439697, 0.7]"
"[1.469012975692749, 0.8315361738204956, 0.7]"
"[1.4524415731430054, 0.7653351426124573, 0.7]"
"[1.600970983505249, 0.8322564959526062, 0.7]"
"[1.6249759197235107, 0.8283445835113525, 0.7]"
"[1.436905026435852, 0.8285356163978577, 0.7]"
"[1.423919439315796, 0.7030317783355713, 0.7]"
"[1.863828182220459, 0.8305925130844116, 0.7]"
"[1.8744971752166748, 0.8313837647438049, 0.7]"
"[1.8840439319610596, 0.8308607339859009, 0.7]"
"[1.7749288082122803, 0.8286936283111572, 0.7]"
"[1.4834308624267578, 0.8321157097816467, 0.7]"
"[1.5065398216247559, 0.8307700157165527, 0.7]"
"[1.784664511680603, 0.8318970203399658, 0.7]"
"[2.0677618980407715, 0.8316797018051147, 0.7]"
"[1.4657360315322876, 0.8287355899810791, 0.7]"
"[1.8986576795578003, 0.8296387195587158, 0.7]"
"[1.8210992813110352, 0.8316493034362793, 0.7]"
"[1.4111237525939941, 0.8318518996238708, 0.7]"
"[1.6133344173431396, 0.8319414258003235, 0.7]"
"[2.0330216884613037, 0.8196024298667908, 0.7]"
"[1.7338688373565674, 0.8316817283630371, 0.7]"
"[1.2403796911239624, 0.833489716053009, 0.7]"
"[1.883887767791748, 0.8316717147827148, 0.7]"
"[1.602175235748291, 0.8238915801048279, 0.7]"
"[1.9109976291656494, 0.832491934299469, 0.7]"
"[1.9165066480636597, 0.8328118920326233, 0.7]"
"[1.6918621063232422, 0.829786479473114, 0.7]"
"[1.5453802347183228, 0.8292208313941956, 0.7]"
"[1.5274215936660767, 0.8309418559074402, 0.7]"
"[1.6923412084579468, 0.8291636109352112, 0.7]"
"[1.5193312168121338, 0.8319199085235596, 0.7]"
"[1.9489622116088867, 0.8319019079208374, 0.7]"
"[1.6183512210845947, 0.8324928283691406, 0.7]"
"[2.0311801433563232, 0.8283539414405823, 0.7]"
"[2.114759922027588, 0.8231921792030334, 0.7]"
"[1.605416178703308, 0.8290500044822693, 0.7]"
"[1.786635160446167, 0.8304668664932251, 0.7]"
"[1.9010611772537231, 0.8251346945762634, 0.7]"
"[1.777550458908081, 0.8295259475708008, 0.7]"
"[1.6711220741271973, 0.8304571509361267, 0.7]"
"[1.4737238883972168, 0.8304488062858582, 0.7]"
"[1.471190094947815, 0.7475974559783936, 0.7]"
"[1.8774073123931885, 0.8314881324768066, 0.7]"
"[1.749589204788208, 0.8305018544197083, 0.7]"
"[1.6907799243927002, 0.8290022611618042, 0.7]"
"[1.4520530700683594, 0.8269909024238586, 0.7]"
"[1.7451094388961792, 0.8230552077293396, 0.7]"
"[1.4817651510238647, 0.8304852247238159, 0.7]"
"[1.6284291744232178, 0.8328332304954529, 0.7]"
"[1.3622692823410034, 0.8331747651100159, 0.7]"
"[1.5394266843795776, 0.8326544761657715, 0.7]"
"[2.237624406814575, 0.8288658261299133, 0.7]"
"[1.7421631813049316, 0.7154713273048401, 0.7]"
"[1.4793930053710938, 0.8239198327064514, 0.7]"
"[1.584247350692749, 0.8291183114051819, 0.7]"
"[1.8502874374389648, 0.8278073072433472, 0.7]"
"[1.7236957550048828, 0.7946003675460815, 0.7]"
"[1.706566333770752, 0.8278434872627258, 0.7]"
"[1.5004782676696777, 0.8300970196723938, 0.7]"
"[1.3800911903381348, 0.8315503001213074, 0.7]"
"[2.191028118133545, 0.8279649019241333, 0.7]"
"[1.4683115482330322, 0.8281707167625427, 0.7]"
"[1.3185628652572632, 0.830717146396637, 0.7]"
"[1.4698272943496704, 0.8319851756095886, 0.7]"
"[1.5734411478042603, 0.8038325905799866, 0.7]"
"[1.6398577690124512, 0.8258789777755737, 0.7]"
"[1.889182448387146, 0.8294328451156616, 0.7]"
"[1.5418922901153564, 0.8293333053588867, 0.7]"
"[1.4719107151031494, 0.8407487869262695, 0.7]"
"[1.8701683282852173, 0.828978955745697, 0.7]"
"[1.269216775894165, 0.7437545657157898, 0.7]"
"[1.8696295022964478, 0.8322625160217285, 0.7]"
"[1.6832571029663086, 0.8313141465187073, 0.7]"
"[1.7292611598968506, 0.8322294354438782, 0.7]"
"[1.582571268081665, 0.8287517428398132, 0.7]"
"[1.5643963813781738, 0.8237070441246033, 0.7]"
"[1.1879690885543823, 0.8318093419075012, 0.7]"
"[2.612016439437866, 0.8274043202400208, 0.7]"
"[1.9056614637374878, 0.8302960395812988, 0.7]"
"[1.4709681272506714, 0.8331645727157593, 0.7]"
"[1.8092015981674194, 0.8323099613189697, 0.7]"
"[1.4129691123962402, 0.8304457664489746, 0.7]"
"[1.5025852918624878, 0.8283697366714478, 0.7]"
"[1.5278606414794922, 0.8318182826042175, 0.7]"
"[1.7825608253479004, 0.8325070738792419, 0.7]"
"[1.6778984069824219, 0.8284091949462891, 0.7]"
"[1.7323451042175293, 0.8320212960243225, 0.7]"
"[1.7999742031097412, 0.8158746361732483, 0.7]"
"[1.660782814025879, 0.7475623488426208, 0.7]"
"[1.788154125213623, 0.8335698843002319, 0.7]"
"[1.7173360586166382, 0.8299394845962524, 0.7]"
"[2.565944194793701, 0.8296108245849609, 0.7]"
"[1.9504203796386719, 0.8307291865348816, 0.7]"
"[1.7277944087982178, 0.8328186869621277, 0.7]"
"[1.9453908205032349, 0.8298223614692688, 0.7]"
"[1.3239731788635254, 0.8312755227088928, 0.7]"
"[0.9709451794624329, 0.8320978283882141, 0.7]"
"[1.4679830074310303, 0.8335191011428833, 0.7]"
"[2.114964723587036, 0.8322054743766785, 0.7]"
"[2.0628628730773926, 0.8168540596961975, 0.7]"
"[1.4767813682556152, 0.8306821584701538, 0.7]"
"[1.3666024208068848, 0.8343032002449036, 0.7]"
"[1.9385688304901123, 0.8275185823440552, 0.7]"
"[1.1468216180801392, 0.8254257440567017, 0.7]"
"[1.9718315601348877, 0.832299530506134, 0.7]"
"[1.2675361633300781, 0.8328065872192383, 0.7]"
"[1.7491018772125244, 0.8307250142097473, 0.7]"
"[1.3723076581954956, 0.8291319012641907, 0.7]"
"[1.9524345397949219, 0.8300294876098633, 0.7]"
"[2.044114112854004, 0.8331342935562134, 0.7]"
"[1.2966325283050537, 0.8248722553253174, 0.7]"
"[2.0212581157684326, 0.8310027122497559, 0.7]"
"[1.2352697849273682, 0.8265711069107056, 0.7]"
"[1.7714835405349731, 0.8309418559074402, 0.7]"
"[1.659632921218872, 0.8152875900268555, 0.7]"
"[1.4120584726333618, 0.830386757850647, 0.7]"
"[1.3423082828521729, 0.8235360980033875, 0.7]"
"[1.7005243301391602, 0.8304163217544556, 0.7]"
"[1.5028996467590332, 0.8322738409042358, 0.7]"
"[1.7616677284240723, 0.8225443959236145, 0.7]"
"[1.1270532608032227, 0.8270328044891357, 0.7]"
"[1.5992894172668457, 0.8417050838470459, 0.7]"
"[1.4643967151641846, 0.8313106894493103, 0.7]"
"[2.0625033378601074, 0.8320861458778381, 0.7]"
"[2.006962537765503, 0.8236334919929504, 0.7]"
"[1.3734432458877563, 0.8298012614250183, 0.7]"
"[1.6644071340560913, 0.8331505656242371, 0.7]"
"[1.9364657402038574, 0.8317146897315979, 0.7]"
"[1.8800324201583862, 0.8313656449317932, 0.7]"
"[1.7541601657867432, 0.8303594589233398, 0.7]"
"[1.711340308189392, 0.8321658968925476, 0.7]"
"[1.9513349533081055, 0.8194305896759033, 0.7]"
"[1.564380407333374, 0.8309276700019836, 0.7]"
"[1.6562367677688599, 0.8206062912940979, 0.7]"
"[1.6911048889160156, 0.8297060132026672, 0.7]"
"[1.8693056106567383, 0.8249534368515015, 0.7]"
"[1.9519679546356201, 0.8274516463279724, 0.7]"
"[1.9293129444122314, 0.830999493598938, 0.7]"
"[2.1618969440460205, 0.822257399559021, 0.7]"
"[1.6862318515777588, 0.8198837637901306, 0.7]"
"[1.376550555229187, 0.8301092386245728, 0.7]"
"[1.7504043579101562, 0.8291828036308289, 0.7]"
"[1.8561077117919922, 0.8310189247131348, 0.7]"
"[2.018655300140381, 0.8218875527381897, 0.7]"
"[1.828521490097046, 0.8258821964263916, 0.7]"
"[1.761153221130371, 0.8290655612945557, 0.7]"
"[1.7006598711013794, 0.8284885883331299, 0.7]"
"[1.6802369356155396, 0.8268322348594666, 0.7]"
"[1.7191267013549805, 0.8322718739509583, 0.7]"
"[1.5193545818328857, 0.8254924416542053, 0.7]"
"[1.8797459602355957, 0.8334920406341553, 0.7]"
"[1.9118154048919678, 0.829201340675354, 0.7]"
"[2.0058441162109375, 0.7834000587463379, 0.7]"
"[1.6650900840759277, 0.8221843242645264, 0.7]"
"[1.3997023105621338, 0.8312068581581116, 0.7]"
"[1.9824377298355103, 0.8316416144371033, 0.7]"
"[1.633690595626831, 0.8318225741386414, 0.7]"
"[1.5020487308502197, 0.8313390612602234, 0.7]"
"[1.2562270164489746, 0.8314273953437805, 0.7]"
"[1.7884893417358398, 0.8275156021118164, 0.7]"
"[1.5637989044189453, 0.8323564529418945, 0.7]"
"[1.4317845106124878, 0.8307000398635864, 0.7]"
"[1.5872678756713867, 0.8328055143356323, 0.7]"
"[1.7702854871749878, 0.8280295133590698, 0.7]"
"[1.4433164596557617, 0.8308906555175781, 0.7]"
"[1.5820813179016113, 0.8290315270423889, 0.7]"
"[1.495192527770996, 0.6676531434059143, 0.7]"
"[1.8215456008911133, 0.8305204510688782, 0.7]"
"[1.8667407035827637, 0.8277357220649719, 0.7]"
"[1.5080029964447021, 0.8321830034255981, 0.7]"
"[1.6378440856933594, 0.825268030166626, 0.7]"
"[1.4821232557296753, 0.8295943140983582, 0.7]"
"[1.463170051574707, 0.8299351930618286, 0.7]"
"[1.521143913269043, 0.8350298404693604, 0.7]"
"[1.7678313255310059, 0.8319427967071533, 0.7]"
"[1.434316635131836, 0.8278803825378418, 0.7]"
"[1.6566903591156006, 0.8327260613441467, 0.7]"
"[1.8426109552383423, 0.8324109315872192, 0.7]"
"[1.661250352859497, 0.8280177116394043, 0.7]"
"[1.6458704471588135, 0.8361237645149231, 0.7]"
"[1.5549415349960327, 0.8296228051185608, 0.7]"
"[1.521848201751709, 0.8298779726028442, 0.7]"
"[2.2191543579101562, 0.8313722014427185, 0.7]"
"[1.8972396850585938, 0.9985377192497253, 0.7]"
"[1.3258280754089355, 0.8281638026237488, 0.7]"
"[1.76267671585083, 0.8316859602928162, 0.7]"
"[1.3593802452087402, 0.8263557553291321, 0.7]"
"[1.7000446319580078, 0.8121890425682068, 0.7]"
"[1.9859769344329834, 0.8325503468513489, 0.7]"
"[1.5238823890686035, 0.8301650285720825, 0.7]"
"[1.770754337310791, 0.8268131017684937, 0.7]"
"[1.520759105682373, 0.8288427591323853, 0.7]"
"[1.580085039138794, 0.9955400824546814, 0.7]"
"[1.7707620859146118, 0.8301364779472351, 0.7]"
"[1.4890308380126953, 0.8320355415344238, 0.7]"
"[1.7404601573944092, 0.8242754340171814, 0.7]"
"[1.7239675521850586, 0.8291308879852295, 0.7]"
"[1.846967101097107, 0.8292897939682007, 0.7]"
"[2.068155527114868, 0.8297916650772095, 0.7]"
"[1.5898751020431519, 0.8331272602081299, 0.7]"
"[1.5557286739349365, 0.8286556601524353, 0.7]"
"[2.0039732456207275, 0.8324414491653442, 0.7]"
"[1.6781431436538696, 0.831436812877655, 0.7]"
"[1.3251168727874756, 0.8308517336845398, 0.7]"
"[1.0582938194274902, 0.824679970741272, 0.7]"
"[1.8576360940933228, 0.8137227892875671, 0.7]"
"[2.4506328105926514, 0.8302962183952332, 0.7]"
"[1.2865307331085205, 0.8256810903549194, 0.7]"
"[1.4950761795043945, 0.8318561911582947, 0.7]"
"[1.3647347688674927, 0.8350300192832947, 0.7]"
"[1.571702003479004, 0.8304650783538818, 0.7]"
"[1.9474236965179443, 0.8307909369468689, 0.7]"
"[1.4585199356079102, 0.8241636157035828, 0.7]"
"[1.839680790901184, 0.8243711590766907, 0.7]"
"[1.980520486831665, 0.8322099447250366, 0.7]"
"[1.3952951431274414, 0.8279023766517639, 0.7]"
"[1.7979116439819336, 0.8312168121337891, 0.7]"
"[1.8220183849334717, 0.8250711560249329, 0.7]"
"[1.8827717304229736, 0.8249099254608154, 0.7]"
"[0.7168350219726562, 0.9980329275131226, 0.7]"
"[1.2425830364227295, 0.830280601978302, 0.7]"
"[1.6659003496170044, 0.8289237022399902, 0.7]"
"[1.5067164897918701, 0.8325119018554688, 0.7]"
"[1.5452017784118652, 0.8096644878387451, 0.7]"
"[1.7936086654663086, 0.8301911950111389, 0.7]"
"[1.6026802062988281, 0.7015036940574646, 0.7]"
"[1.9324402809143066, 0.8308194279670715, 0.7]"
"[1.7170814275741577, 0.8331708312034607, 0.7]"
"[1.8927185535430908, 0.8280802965164185, 0.7]"
"[1.646085500717163, 0.8318249583244324, 0.7]"
"[1.823580265045166, 0.8314620852470398, 0.7]"
"[1.487779140472412, 0.8248367309570312, 0.7]"
"[1.5888864994049072, 0.829651951789856, 0.7]"
"[1.811821460723877, 0.8299133777618408, 0.7]"
"[1.5083954334259033, 0.831051766872406, 0.7]"
"[1.5741283893585205, 0.8260704874992371, 0.7]"
"[1.8526875972747803, 0.8314476013183594, 0.7]"
"[1.623671293258667, 0.8094490170478821, 0.7]"
"[1.728571891784668, 0.826790988445282, 0.7]"
"[1.5793461799621582, 0.8286408185958862, 0.7]"
"[1.633926272392273, 0.8318015336990356, 0.7]"
"[1.8378653526306152, 0.8312623500823975, 0.7]"
"[1.3757015466690063, 0.8314480185508728, 0.7]"
"[1.1816208362579346, 0.8310477137565613, 0.7]"
"[1.8916391134262085, 0.8229299783706665, 0.7]"
"[1.1609208583831787, 0.830474317073822, 0.7]"
"[1.3947746753692627, 0.8213623762130737, 0.7]"
"[1.8009190559387207, 0.8270000219345093, 0.7]"
"[1.8687505722045898, 0.8320849537849426, 0.7]"
"[1.8426191806793213, 0.8294498324394226, 0.7]"
"[1.867372751235962, 0.831116259098053, 0.7]"
"[1.7916412353515625, 0.832703173160553, 0.7]"
"[1.800154447555542, 0.8309658169746399, 0.7]"
"[1.129241943359375, 0.8320373892784119, 0.7]"
"[1.9218249320983887, 0.8319199085235596, 0.7]"
"[1.4895135164260864, 0.830824077129364, 0.7]"
"[2.1768224239349365, 0.8305346965789795, 0.7]"
"[1.5112535953521729, 0.8255659937858582, 0.7]"
"[1.5296868085861206, 0.8320124745368958, 0.7]"
"[1.0930968523025513, 0.8354774117469788, 0.7]"
"[1.8540359735488892, 0.832598090171814, 0.7]"
"[1.8077023029327393, 0.8320364952087402, 0.7]"
"[1.6514661312103271, 0.8317710161209106, 0.7]"
"[1.5655524730682373, 0.8323092460632324, 0.7]"
"[1.5026781558990479, 0.8307750821113586, 0.7]"
"[1.630666732788086, 0.8272132277488708, 0.7]"
"[1.5904126167297363, 0.8327355980873108, 0.7]"
"[1.6027783155441284, 0.8321815729141235, 0.7]"
"[1.7812867164611816, 0.8334903717041016, 0.7]"
"[1.6866481304168701, 0.826591432094574, 0.7]"
"[1.895991325378418, 0.8309330344200134, 0.7]"
"[1.7392971515655518, 0.8295367956161499, 0.7]"
"[1.7739660739898682, 0.832510232925415, 0.7]"
"[1.371418833732605, 0.8324357867240906, 0.7]"
"[1.5278663635253906, 0.8217605352401733, 0.7]"
"[1.7941019535064697, 0.8302870392799377, 0.7]"
"[1.6671134233474731, 0.8283316493034363, 0.7]"
"[1.6352263689041138, 0.8268500566482544, 0.7]"
"[1.427603840827942, 0.8319072723388672, 0.7]"
"[1.8291311264038086, 0.8324158191680908, 0.7]"
"[1.912278413772583, 0.8237116932868958, 0.7]"
"[2.155759811401367, 0.830843448638916, 0.7]"
"[1.8335627317428589, 0.8313133120536804, 0.7]"
"[1.9506239891052246, 0.7437872886657715, 0.7]"
"[1.7865784168243408, 0.832145094871521, 0.7]"
"[1.6224007606506348, 0.8170952796936035, 0.7]"
"[2.081355333328247, 0.8282095789909363, 0.7]"
"[1.6656930446624756, 0.8291357755661011, 0.7]"
"[1.7303011417388916, 0.8119471073150635, 0.7]"
"[1.578757405281067, 0.8334861397743225, 0.7]"
"[1.9479846954345703, 0.8297061324119568, 0.7]"
"[1.680760145187378, 0.8150212168693542, 0.7]"
"[1.83328115940094, 0.8299171328544617, 0.7]"
"[1.525193452835083, 0.8294880390167236, 0.7]"
