model num,lambda,loss,accuracy,epoch,l2,l0,re loss,l1 loss,l3 loss
1,1e-05,0.9969580173492432,0.4198789894580841,600,3515.04833984375,128.63412475585938,0.001286341343075037,1.3656535148620605,1.4293652772903442
2,1e-05,1.0071920156478882,0.42005762457847595,600,4387.32568359375,118.02637481689453,0.0011802635854110122,1.4021888971328735,1.4819756746292114
3,1e-05,1.0018211603164673,0.4138363301753998,600,3476.69140625,137.48544311523438,0.0013748545898124576,1.4418445825576782,1.6253384351730347
4,1e-05,1.0103530883789062,0.41939279437065125,600,2828.0791015625,106.60298919677734,0.0010660297702997923,1.4924346208572388,1.5235635042190552
5,1e-05,1.0166401863098145,0.4113798141479492,600,2723.44677734375,112.33386993408203,0.0011233387049287558,1.4049098491668701,1.4902256727218628
1,2e-05,0.9846459031105042,0.4183274805545807,600,2580.39306640625,95.16915893554688,0.0019033830612897873,1.501156210899353,1.491830825805664
2,2e-05,1.0120779275894165,0.4164700210094452,600,2654.64111328125,96.06927490234375,0.0019213856430724263,1.4747575521469116,1.5229194164276123
3,2e-05,0.9992840886116028,0.4087499976158142,600,3801.27880859375,108.43363952636719,0.002168672624975443,1.3980826139450073,1.4508804082870483
4,2e-05,1.0064948797225952,0.4122510850429535,600,2641.39306640625,100.33229064941406,0.002006645780056715,1.3174030780792236,1.44857919216156
5,2e-05,0.9947716593742371,0.4229135811328888,600,2680.319580078125,93.01145935058594,0.0018602290656417608,1.367005705833435,1.4674501419067383
1,3e-05,0.9929513335227966,0.41565006971359253,600,2554.876708984375,102.68681335449219,0.003080604365095496,1.4555573463439941,1.5049275159835815
2,3e-05,1.0150187015533447,0.4017461836338043,600,2598.0966796875,83.11557006835938,0.0024934671819210052,1.4693084955215454,1.4616124629974365
3,3e-05,0.992168664932251,0.41715356707572937,600,2682.23974609375,93.78645324707031,0.0028135934844613075,1.3980565071105957,1.4870896339416504
4,3e-05,1.0204309225082397,0.42014408111572266,600,2890.895751953125,94.1240005493164,0.0028237197548151016,1.3507802486419678,1.5018110275268555
5,3e-05,1.024442195892334,0.4035632312297821,600,2387.79541015625,76.86074829101562,0.0023058224469423294,1.366328239440918,1.4101678133010864
1,4e-05,1.0340685844421387,0.4184061884880066,600,3114.327880859375,116.40242004394531,0.004656095989048481,1.159595012664795,1.342218279838562
2,4e-05,1.0068095922470093,0.4121677279472351,600,3696.25390625,94.64045715332031,0.0037856183480471373,1.5166118144989014,1.4902112483978271
3,4e-05,0.9944660663604736,0.42070484161376953,600,3763.808837890625,107.1511001586914,0.0042860438115894794,1.3261678218841553,1.3938055038452148
4,4e-05,0.9954739212989807,0.4142226278781891,600,2754.105224609375,75.56962585449219,0.0030227848328649998,1.442533016204834,1.6367692947387695
5,4e-05,1.0137312412261963,0.3994024097919464,600,3286.157470703125,109.58413696289062,0.004383366089314222,1.4097312688827515,1.566580891609192
1,5e-05,1.0106595754623413,0.4098895490169525,600,3894.36962890625,88.73165893554688,0.004436582792550325,1.3626128435134888,1.4045464992523193
