model num,lambda,loss,mi,accuracy,epoch,l1 loss,l1 mi,l3 loss,l3 mi
1,0.0001,1.0043597221374512,4.020159721374512,0.41573286056518555,1200,1.5022088289260864,4.037744045257568,1.3582314252853394,4.025182723999023
2,0.0001,0.994456946849823,1.5425759553909302,0.41053375601768494,1200,1.425147294998169,2.354536294937134,1.46322500705719,1.6920112371444702
3,0.0001,1.033302664756775,3.738651752471924,0.41392016410827637,1200,1.225123405456543,3.610722064971924,1.3956722021102905,3.7416045665740967
4,0.0001,1.0121150016784668,4.138172149658203,0.40718767046928406,1200,1.298717975616455,4.166682720184326,1.487038493156433,4.279481410980225
5,0.0001,0.9955576658248901,1.9725857973098755,0.4173571765422821,1200,1.6141254901885986,2.0049033164978027,1.436174988746643,2.017455577850342
1,0.0002,1.1382992267608643,1.2371495962142944,0.4085165560245514,1200,1.2198078632354736,1.178153157234192,1.23390531539917,1.269410252571106
2,0.0002,1.1331177949905396,2.3437843322753906,0.4144366383552551,1200,1.238407015800476,2.3140389919281006,1.2260863780975342,2.3736209869384766
3,0.0002,1.0070661306381226,4.963831901550293,0.4164118766784668,1200,1.390102744102478,5.31082820892334,1.4395729303359985,5.15069580078125
4,0.0002,1.00726318359375,5.084714412689209,0.41467517614364624,1200,1.3174721002578735,5.269317626953125,1.375666618347168,5.246897220611572
5,0.0002,1.0011248588562012,2.2107350826263428,0.404078871011734,1200,1.5366909503936768,2.27187180519104,1.4633502960205078,2.1768321990966797
1,0.00030000000000000003,1.0272959470748901,2.2311017513275146,0.4072553217411041,1200,1.4178261756896973,2.2458786964416504,1.4504660367965698,2.186094045639038
2,0.00030000000000000003,1.0005128383636475,2.05937123298645,0.4196309447288513,1200,1.6034938097000122,1.9961421489715576,1.4255791902542114,2.1606950759887695
3,0.00030000000000000003,1.0031133890151978,2.5378034114837646,0.4091547727584839,1200,1.4556282758712769,2.82460618019104,1.5293335914611816,2.6415040493011475
4,0.00030000000000000003,1.086115837097168,2.685950517654419,0.4146057069301605,1200,1.1765815019607544,2.740981340408325,1.2486608028411865,2.9363081455230713
5,0.00030000000000000003,1.002867341041565,1.2541388273239136,0.41195401549339294,1200,1.6031379699707031,1.2542188167572021,1.4703933000564575,1.2760045528411865
1,0.0004,0.9989904165267944,1.1094791889190674,0.409546822309494,1200,1.5269972085952759,1.0857926607131958,1.3947781324386597,1.1189475059509277
2,0.0004,1.0078158378601074,2.2987523078918457,0.42045456171035767,1200,1.3787504434585571,2.404869794845581,1.459527850151062,2.3650009632110596
3,0.0004,1.005984902381897,0.8771087527275085,0.4119028151035309,1200,1.6605256795883179,0.8818501830101013,1.5877718925476074,0.9856105446815491
4,0.0004,1.0129605531692505,2.2003514766693115,0.4074169993400574,1200,1.5054875612258911,2.1132147312164307,1.3637099266052246,2.2726974487304688
5,0.0004,1.0981446504592896,2.766967296600342,0.4142706096172333,1200,1.2061069011688232,2.8534746170043945,1.2685799598693848,2.8378031253814697
1,0.0005,1.1262494325637817,2.4711272716522217,0.40839144587516785,1200,1.1917990446090698,2.450667381286621,1.2771426439285278,2.485229969024658
2,0.0005,1.0319031476974487,2.8183655738830566,0.4160403907299042,1200,1.2322998046875,2.9429495334625244,1.4352442026138306,2.9596259593963623
3,0.0005,1.0056160688400269,1.3317886590957642,0.42374810576438904,1200,1.5789270401000977,1.3258397579193115,1.463226079940796,1.4334971904754639
4,0.0005,1.077140212059021,3.781219482421875,0.415066123008728,1200,1.2222341299057007,3.8426923751831055,1.4306098222732544,3.870802164077759
5,0.0005,1.0014361143112183,2.2897491455078125,0.415947824716568,1200,1.4765117168426514,2.25525164604187,1.370733618736267,2.4249367713928223
1,0.0006000000000000001,1.0037404298782349,1.2613657712936401,0.4181705713272095,1200,1.4662070274353027,1.2756831645965576,1.3857828378677368,1.268934726715088
2,0.0006000000000000001,1.0159560441970825,2.1672604084014893,0.41401126980781555,1200,1.4766106605529785,2.1162214279174805,1.365260124206543,2.2208824157714844
3,0.0006000000000000001,1.0587353706359863,2.255640745162964,0.4164392054080963,1200,1.1626768112182617,2.2839481830596924,1.36771559715271,2.232847213745117
4,0.0006000000000000001,1.0408520698547363,2.662170171737671,0.41575857996940613,1200,1.1951196193695068,2.5551888942718506,1.3661928176879883,2.696758270263672
5,0.0006000000000000001,1.0573437213897705,2.4256420135498047,0.40696996450424194,1200,1.1694520711898804,2.4795703887939453,1.4185807704925537,2.4180805683135986
1,0.0006999999999999999,0.9956348538398743,1.231331706047058,0.41879716515541077,1200,1.518952488899231,1.2245789766311646,1.4053715467453003,1.2507081031799316
2,0.0006999999999999999,1.0547980070114136,2.0993309020996094,0.4102749526500702,1200,1.3043479919433594,2.084489107131958,1.5428857803344727,2.1133604049682617
3,0.0006999999999999999,1.0581432580947876,2.696587324142456,0.4206989109516144,1200,1.1339797973632812,2.691640615463257,1.4690274000167847,2.8191604614257812
4,0.0006999999999999999,1.0147966146469116,1.4997986555099487,0.42550337314605713,1200,1.5014796257019043,1.471911907196045,1.3757948875427246,1.5288457870483398
5,0.0006999999999999999,1.0052030086517334,1.4138789176940918,0.41714921593666077,1200,1.5887424945831299,1.411800742149353,1.482617974281311,1.4686675071716309
1,0.0008,0.9982552528381348,1.7877039909362793,0.41492265462875366,1200,1.4831013679504395,1.8356003761291504,1.4216233491897583,1.792637586593628
2,0.0008,0.9928680062294006,1.539324402809143,0.40971773862838745,1200,1.5595036745071411,1.5270456075668335,1.3943177461624146,1.6214066743850708
3,0.0008,0.993781328201294,1.5019809007644653,0.4239451587200165,1200,1.4000524282455444,1.5346477031707764,1.4025075435638428,1.4906786680221558
4,0.0008,1.004631519317627,1.1826196908950806,0.41092270612716675,1200,1.6420493125915527,1.1462070941925049,1.4936333894729614,1.2399179935455322
5,0.0008,1.027816653251648,2.680912733078003,0.4088980257511139,1200,1.535067081451416,2.564049243927002,1.413204312324524,2.7563235759735107
1,0.0009000000000000001,1.002928614616394,0.9542424082756042,0.4169619381427765,1200,1.364017128944397,1.8390661478042603,1.4180138111114502,0.963900089263916
2,0.0009000000000000001,1.0439701080322266,2.3674850463867188,0.41834592819213867,1200,1.1982084512710571,2.7243192195892334,1.4579553604125977,2.493823289871216
3,0.0009000000000000001,1.0119507312774658,1.3292046785354614,0.4049873948097229,1200,1.5290000438690186,1.267677903175354,1.6006245613098145,1.3084955215454102
4,0.0009000000000000001,1.0231040716171265,2.418076276779175,0.4129456877708435,1200,1.4817498922348022,2.412891387939453,1.6337391138076782,2.4346683025360107
5,0.0009000000000000001,0.9928514957427979,1.278818130493164,0.42661404609680176,1200,1.5730714797973633,1.276344895362854,1.406685471534729,1.4190430641174316
1,0.001,1.042996883392334,1.625440239906311,0.4172743260860443,1200,1.1762456893920898,1.6577115058898926,1.4259089231491089,1.6587775945663452
2,0.001,1.0456750392913818,2.0670900344848633,0.4153624176979065,1200,1.1725549697875977,2.0734703540802,1.456122636795044,2.099410057067871
3,0.001,1.1145299673080444,1.9863454103469849,0.4166472554206848,1200,1.253822684288025,1.8986725807189941,1.2331328392028809,1.957035779953003
4,0.001,1.0016233921051025,1.9144569635391235,0.41698843240737915,1200,1.3487639427185059,2.102151870727539,1.3909116983413696,2.0360264778137207
5,0.001,1.010206699371338,1.2461280822753906,0.415569543838501,1200,1.492114543914795,2.6407620906829834,1.418685793876648,1.2911975383758545
1,0.002,1.0062233209609985,1.1143680810928345,0.41558581590652466,1200,1.58012056350708,1.056522011756897,1.4374278783798218,1.1996458768844604
2,0.002,1.013448715209961,0.9505245089530945,0.40253448486328125,1200,1.377478003501892,0.9416584372520447,1.4092695713043213,0.9412096738815308
3,0.002,0.9979074597358704,1.1761717796325684,0.4146936237812042,1200,1.5745470523834229,1.1821643114089966,1.415088176727295,1.160387396812439
4,0.002,1.010216474533081,1.1046115159988403,0.4095575213432312,1200,1.56234610080719,1.1192190647125244,1.3948503732681274,1.12386155128479
5,0.002,0.9916785955429077,0.8997425436973572,0.42351385951042175,1200,1.474976897239685,0.8895164132118225,1.35567045211792,0.9284995794296265
1,0.003,0.9982665181159973,1.1314735412597656,0.42045700550079346,1200,1.5057412385940552,1.1535181999206543,1.3688277006149292,1.1056931018829346
2,0.003,1.0033701658248901,1.0731785297393799,0.4083169400691986,1200,1.624914526939392,1.0570231676101685,1.4510209560394287,1.068145513534546
3,0.003,1.037194013595581,1.7455344200134277,0.40649428963661194,1200,1.2117984294891357,1.7916383743286133,1.4732147455215454,1.705621361732483
4,0.003,0.998985767364502,0.9076132774353027,0.4218420386314392,1200,1.4090240001678467,0.9722998142242432,1.7019665241241455,1.1162174940109253
5,0.003,1.1231378316879272,0.313302606344223,0.41383230686187744,1200,1.2150176763534546,0.3099617063999176,1.2014037370681763,0.3115508258342743
1,0.004,0.9970740079879761,0.8655307292938232,0.4276549518108368,1200,1.5869033336639404,0.8363458514213562,1.4322776794433594,0.9379259943962097
2,0.004,1.1096960306167603,0.7271972894668579,0.4150155186653137,1200,1.2547247409820557,0.7341375350952148,1.255553126335144,0.7253282070159912
