model_num,lambda,loss,accuracy,epoch,l2,l0,re loss,test loss
1,0.2511886293612277,0.6931472420692444,0.38118475675582886,5,0.0,7.116601467132568,1.787609338760376,0.6931471824645996
1,0.2511886293612277,0.6931472420692444,0.38118475675582886,10,0.0,7.116601467132568,1.787609338760376,0.6931471824645996
1,0.2511886293612277,0.6931472420692444,0.38118475675582886,15,0.0,7.116601467132568,1.787609338760376,0.6931471824645996
1,0.2511886293612277,0.6931472420692444,0.38118475675582886,20,0.0,7.116601467132568,1.787609338760376,0.6931471824645996
1,0.2511886293612277,0.6931472420692444,0.38118475675582886,4,0.0,7.116601467132568,1.787609338760376,0.6931471824645996
2,0.2511886293612277,0.6931471824645996,0.3816394805908203,5,0.0,7.116601467132568,1.787609338760376,0.6931471228599548
2,0.2511886293612277,0.6931471824645996,0.3816394805908203,10,0.0,7.116601467132568,1.787609338760376,0.6931471228599548
2,0.2511886293612277,0.6931471824645996,0.3816394805908203,15,0.0,7.116601467132568,1.787609338760376,0.6931471228599548
2,0.2511886293612277,0.6931471824645996,0.3816394805908203,20,0.0,7.116601467132568,1.787609338760376,0.6931471228599548
2,0.2511886293612277,0.6931471824645996,0.3816394805908203,25,0.0,7.116601467132568,1.787609338760376,0.6931471228599548
2,0.2511886293612277,0.6931471824645996,0.3816394805908203,30,0.0,7.116601467132568,1.787609338760376,0.6931471228599548
2,0.2511886293612277,0.6931471824645996,0.3816394805908203,12,0.0,7.116601467132568,1.787609338760376,0.6931471228599548
3,0.2511886293612277,0.6931471228599548,0.38098159432411194,5,0.0,7.116601467132568,1.787609338760376,0.6931472420692444
3,0.2511886293612277,0.6931471228599548,0.38098159432411194,10,0.0,7.116601467132568,1.787609338760376,0.6931472420692444
3,0.2511886293612277,0.6931471228599548,0.38098159432411194,15,0.0,7.116601467132568,1.787609338760376,0.6931472420692444
3,0.2511886293612277,0.6931471228599548,0.38098159432411194,20,0.0,7.116601467132568,1.787609338760376,0.6931472420692444
3,0.2511886293612277,0.6931471228599548,0.38098159432411194,25,0.0,7.116601467132568,1.787609338760376,0.6931472420692444
3,0.2511886293612277,0.6931471228599548,0.38098159432411194,30,0.0,7.116601467132568,1.787609338760376,0.6931472420692444
3,0.2511886293612277,0.6931471228599548,0.38098159432411194,35,0.0,7.116601467132568,1.787609338760376,0.6931472420692444
3,0.2511886293612277,0.6931471228599548,0.38098159432411194,40,0.0,7.116774559020996,1.7876527309417725,0.6931472420692444
3,0.2511886293612277,0.6931471228599548,0.38098159432411194,45,0.0,7.116618633270264,1.7876137495040894,0.6931472420692444
3,0.2511886293612277,0.6931471228599548,0.38098159432411194,50,0.0,7.116744041442871,1.7876451015472412,0.6931472420692444
3,0.2511886293612277,0.6931471228599548,0.38098159432411194,55,0.0,7.116601467132568,1.787609338760376,0.6931472420692444
3,0.2511886293612277,0.6931471228599548,0.38098159432411194,35,0.0,7.116601467132568,1.787609338760376,0.6931472420692444
4,0.2511886293612277,0.6931471824645996,0.3752650022506714,5,0.0,7.116601467132568,1.787609338760376,0.6931471824645996
4,0.2511886293612277,0.6931471824645996,0.3752650022506714,10,0.0,7.116601467132568,1.787609338760376,0.6931471824645996
4,0.2511886293612277,0.6931471824645996,0.3752650022506714,15,0.0,7.116601467132568,1.787609338760376,0.6931471824645996
4,0.2511886293612277,0.6931471824645996,0.3752650022506714,20,0.0,7.116601467132568,1.787609338760376,0.6931471824645996
4,0.2511886293612277,0.6931471824645996,0.3752650022506714,25,0.0,7.116601467132568,1.787609338760376,0.6931471824645996
4,0.2511886293612277,0.6931471824645996,0.3752650022506714,30,0.0,7.117066383361816,1.7877261638641357,0.6931471824645996
4,0.2511886293612277,0.6931471824645996,0.3752650022506714,35,0.0,7.116601467132568,1.787609338760376,0.6931471824645996
4,0.2511886293612277,0.6931471824645996,0.3752650022506714,40,0.0,7.116764068603516,1.787650227546692,0.6931471824645996
4,0.2511886293612277,0.6931471824645996,0.3752650022506714,45,0.0,7.116601467132568,1.787609338760376,0.6931471824645996
4,0.2511886293612277,0.6931471824645996,0.3752650022506714,50,0.0,7.116601467132568,1.787609338760376,0.6931471824645996
4,0.2511886293612277,0.6931471824645996,0.3752650022506714,55,0.0,7.116601467132568,1.787609338760376,0.6931471824645996
4,0.2511886293612277,0.6931471824645996,0.3752650022506714,38,0.0,7.116601467132568,1.787609338760376,0.6931471824645996
5,0.2511886293612277,0.6931471824645996,0.3787544071674347,5,0.0,7.116601467132568,1.787609338760376,0.6931471824645996
5,0.2511886293612277,0.6931471824645996,0.3787544071674347,10,0.0,7.116601467132568,1.787609338760376,0.6931471824645996
