model_num,lambda,loss,accuracy,epoch,l2,l0,re loss,test loss
1,6.309576215861531e-07,0.10963697731494904,0.9149797558784485,5,288.6739807128906,255.38511657714844,0.0001611371844774112,0.10810934752225876
1,6.309576215861531e-07,0.10750040411949158,0.9305667877197266,10,387.4256896972656,254.3412322998047,0.0001604785502422601,0.10595212131738663
1,6.309576215861531e-07,0.10715525597333908,0.9305667877197266,15,521.7924194335938,251.2578582763672,0.00015853304648771882,0.10633941739797592
1,6.309576215861531e-07,0.1066664457321167,0.9308704137802124,20,599.8081665039062,247.14706420898438,0.0001559393131174147,0.1048327311873436
1,6.309576215861531e-07,0.08090075105428696,0.9582995772361755,25,882.4593505859375,240.58094787597656,0.00015179636829998344,0.06896069645881653
1,6.309576215861531e-07,0.08163046836853027,0.9582995772361755,30,1011.4921264648438,238.14675903320312,0.00015026051551103592,0.06869635730981827
1,6.309576215861531e-07,0.061899736523628235,0.9582995772361755,35,1258.6383056640625,234.04949951171875,0.00014767532411497086,0.05534859001636505
1,6.309576215861531e-07,0.04409720003604889,0.9749999642372131,40,1532.6107177734375,229.26535034179688,0.00014465671847574413,0.04458119347691536
1,6.309576215861531e-07,0.028021899983286858,0.9887651801109314,45,1906.9169921875,222.99246215820312,0.0001406987867085263,0.030637098476290703
1,6.309576215861531e-07,0.013663182966411114,0.996052622795105,50,2064.88671875,217.96450805664062,0.00013752636732533574,0.007622169330716133
1,6.309576215861531e-07,0.002361709251999855,1.0,55,2313.436279296875,215.53610229492188,0.00013599413796328008,0.0023962424602359533
1,6.309576215861531e-07,0.0009539544116705656,1.0,60,2510.4521484375,213.55409240722656,0.0001347435754723847,0.0009556706645525992
1,6.309576215861531e-07,0.00025427446234971285,1.0,65,2627.95703125,212.55612182617188,0.00013411389954853803,0.00025847129290923476
1,6.309576215861531e-07,0.00043290259782224894,1.0,70,2751.14013671875,210.86703491210938,0.00013304816093295813,0.0003898076538462192
1,6.309576215861531e-07,0.00044712342787534,1.0,75,2965.8330078125,209.41453552246094,0.0001321316958637908,0.0004292024823371321
1,6.309576215861531e-07,0.00028469073004089296,1.0,80,3157.560302734375,208.0480194091797,0.00013126948033459485,0.0002887509181164205
1,6.309576215861531e-07,0.0004208341706544161,1.0,85,3385.40576171875,205.14035034179688,0.00012943486217409372,0.0003927148936782032
1,6.309576215861531e-07,0.00044670081115327775,1.0,90,3530.171630859375,204.67703247070312,0.00012914252874907106,0.00042920667328871787
1,6.309576215861531e-07,0.0005727284005843103,1.0,95,3697.085205078125,203.83914184570312,0.00012861387222073972,0.0005507023306563497
1,6.309576215861531e-07,0.00030930506181903183,1.0,100,3786.4453125,202.1554412841797,0.00012755152420140803,0.00030492772930301726
1,6.309576215861531e-07,0.00024444362497888505,1.0,105,3862.634033203125,200.24197387695312,0.00012634419545065612,0.00023169013729784638
1,6.309576215861531e-07,0.00029240624280646443,1.0,110,4003.03076171875,197.8836212158203,0.00012485618935897946,0.0002640184829942882
1,6.309576215861531e-07,0.0002873506455216557,1.0,115,4128.95556640625,196.03680419921875,0.00012369091564323753,0.00029334568534977734
1,6.309576215861531e-07,0.0005590235814452171,1.0,120,4340.52734375,192.65216064453125,0.00012155533477198333,0.0005129272467456758
1,6.309576215861531e-07,0.000856379047036171,1.0,125,4596.857421875,192.0445556640625,0.00012117197911720723,0.0007522596861235797
1,6.309576215861531e-07,0.0001456546306144446,1.0,130,4834.2705078125,192.63204956054688,0.00012154266005381942,0.00014680487220175564
1,6.309576215861531e-07,0.00029321559122763574,1.0,135,5109.619140625,192.550048828125,0.00012149092799518257,0.00026840949431061745
1,6.309576215861531e-07,0.0006027851486578584,1.0,140,5295.5146484375,191.70294189453125,0.00012095642887288705,0.0005523735308088362
1,6.309576215861531e-07,0.00029653942328877747,1.0,145,5483.00830078125,191.76345825195312,0.0001209946203744039,0.0002845673297997564
1,6.309576215861531e-07,0.0002121559955412522,1.0,150,5550.669921875,191.38916015625,0.00012075845734216273,0.00018604953947942704
1,6.309576215861531e-07,0.0004194157663732767,1.0,155,5774.53759765625,190.52822875976562,0.0001202152343466878,0.00036968771019019186
1,6.309576215861531e-07,0.0008965837769210339,1.0,160,6025.955078125,189.09642028808594,0.00011931182962143794,0.0007993716862984002
1,6.309576215861531e-07,0.00022093451116234064,1.0,165,6051.55810546875,188.48980712890625,0.00011892908514710143,0.0002176567359128967
1,6.309576215861531e-07,0.00019658148812595755,1.0,170,6323.5595703125,187.61375427246094,0.0001183763233711943,0.0001811852416722104
1,6.309576215861531e-07,0.00013708858750760555,1.0,175,6463.359375,185.7393798828125,0.0001171936746686697,0.00013415026478469372
1,6.309576215861531e-07,0.00010923096124315634,1.0,180,6544.44140625,184.44656372070312,0.0001163779670605436,0.000107192165160086
1,6.309576215861531e-07,9.571604459779337e-05,1.0,185,6686.85546875,184.53103637695312,0.00011643125617410988,8.780577627476305e-05
1,6.309576215861531e-07,0.00010247898899251595,1.0,190,6793.86279296875,184.08700561523438,0.00011615108815021813,9.634289017412812e-05
1,6.309576215861531e-07,0.00041473587043583393,1.0,195,6945.646484375,183.92137145996094,0.00011604659084696323,0.00035006305552087724
1,6.309576215861531e-07,0.001219986123032868,1.0,200,7189.83984375,183.7414093017578,0.00011593303497647867,0.0010487643303349614
1,6.309576215861531e-07,4.920231367577799e-05,1.0,189,6725.19287109375,184.13711547851562,0.0001161827240139246,4.593456833390519e-05
2,6.309576215861531e-07,0.10856528580188751,0.9298897385597229,5,245.07308959960938,255.46832275390625,0.00016118968778755516,0.10827230662107468
2,6.309576215861531e-07,0.10789497196674347,0.9298897385597229,10,372.13128662109375,252.792724609375,0.00015950149099808186,0.10765492171049118
2,6.309576215861531e-07,0.10760953277349472,0.9298897385597229,15,446.5082092285156,250.5874481201172,0.00015811005141586065,0.10736903548240662
2,6.309576215861531e-07,0.10717998445034027,0.9298897385597229,20,475.67022705078125,248.9339141845703,0.0001570667518535629,0.10752513259649277
2,6.309576215861531e-07,0.10736047476530075,0.9298897385597229,25,489.03546142578125,246.1641845703125,0.00015531916869804263,0.10713209211826324
2,6.309576215861531e-07,0.10734457522630692,0.9298897385597229,30,513.1726684570312,242.67369079589844,0.00015311682363972068,0.10708115249872208
2,6.309576215861531e-07,0.10810992866754532,0.9150287508964539,35,591.3287353515625,239.48561096191406,0.00015110525419004261,0.10750534385442734
2,6.309576215861531e-07,0.10729222744703293,0.9298897385597229,40,601.0806884765625,234.7775421142578,0.00014813468442298472,0.1072540357708931
2,6.309576215861531e-07,0.10776446014642715,0.9298897385597229,45,611.8311767578125,229.00689697265625,0.00014449363516177982,0.10730434954166412
2,6.309576215861531e-07,0.10794226825237274,0.9150287508964539,50,623.6735229492188,222.40171813964844,0.00014032606850378215,0.10736232250928879
2,6.309576215861531e-07,0.1071392372250557,0.9298897385597229,55,630.975830078125,216.54568481445312,0.00013663116260431707,0.10715554654598236
2,6.309576215861531e-07,0.10772297531366348,0.9298897385597229,60,643.4273681640625,211.56753540039062,0.0001334901462541893,0.10739077627658844
2,6.309576215861531e-07,0.10746029764413834,0.9298897385597229,65,757.44580078125,206.53216552734375,0.0001303130411542952,0.10793128609657288
2,6.309576215861531e-07,0.1071477010846138,0.9298897385597229,70,839.790283203125,199.1546173095703,0.00012565813085529953,0.10711729526519775
2,6.309576215861531e-07,0.1080462783575058,0.9150287508964539,75,868.980224609375,195.5213623046875,0.00012336569488979876,0.10745156556367874
2,6.309576215861531e-07,0.10887937247753143,0.9298897385597229,28,496.55670166015625,244.14910888671875,0.00015404773876070976,0.10800297558307648
3,6.309576215861531e-07,0.11148849129676819,0.9250666499137878,5,304.24420166015625,255.01797485351562,0.00016090553253889084,0.10914232581853867
3,6.309576215861531e-07,0.11002572625875473,0.9250666499137878,10,395.2035827636719,254.065673828125,0.00016030468395911157,0.1074729934334755
3,6.309576215861531e-07,0.10940857231616974,0.9250666499137878,15,496.3421936035156,252.63720703125,0.00015940336743369699,0.10700380802154541
3,6.309576215861531e-07,0.10956519842147827,0.9175177812576294,20,532.8927612304688,249.2125701904297,0.00015724256809335202,0.10723505169153214
3,6.309576215861531e-07,0.10985058546066284,0.9175177812576294,25,560.7965087890625,245.924072265625,0.0001551676687086001,0.10757673531770706
3,6.309576215861531e-07,0.10986804217100143,0.9175177812576294,30,626.7462768554688,241.5130615234375,0.00015238449850585312,0.10758472979068756
